date,ind,avgRET
31/12/2001,Textiles,.27019998
31/12/2001,Construction Materials,.19932435
31/12/2001,Construction,.33419263
31/12/2001,Steel Works Etc,.19608083
31/12/2001,Fabricated Products,.17005238
31/12/2001,Machinery,.16722094
31/12/2001,Electrical Equipment,.35394558
31/12/2001,Automobiles and Trucks,.18273982
31/12/2001,Aircraft,.11778709
31/12/2001,"Shipbuilding, Railroad Equipment",-.049227342
31/12/2001,Defense,.53782988
31/12/2001,Precious Metals,.18451153
31/12/2001,Non-Metallic and Industrial Metal Mining,.21791029
31/12/2001,Coal,-.059687335
31/12/2001,Petroleum and Natural Gas,.041465811
31/12/2001,Utilities,.0770519
31/12/2001,Communication,.13914296
31/12/2001,Personal Services,.18614992
31/12/2001,Business Services,.15416908
31/12/2001,Computer Hardware,.4019962
31/12/2001,Computer Software,.43883604
31/12/2001,Electronic Equipment,.43455023
31/12/2001,Measuring and Control Equipment,.36412382
31/12/2001,Business Supplies,.14642818
31/12/2001,Shipping Containers,.22368068
31/12/2001,Transportation,.25297576
31/12/2001,Wholesale,.1021221
31/12/2001,Retail,.26933187
31/12/2001,"Restaraunts, Hotels, Motels",.18210477
31/12/2001,Banking,.1006261
31/12/2001,Insurance,.054756824
31/12/2001,Real Estate,.023934638
31/12/2001,Trading,.14980651
31/12/2001,Almost Nothing,.19769587
31/03/2002,Agriculture,.068621583
31/03/2002,Food Products,.051287144
31/03/2002,Candy & Soda,.092762828
31/03/2002,Beer & Liquor,.12700844
31/03/2002,Tobacco Products,.21128684
31/03/2002,Recreation,.094518095
31/03/2002,Entertainment,.11294012
31/03/2002,Printing and Publishing,.0082206158
31/03/2002,Consumer Goods,.012037267
31/03/2002,Apparel,.0746736
31/03/2002,Healthcare,.084247023
31/03/2002,Medical Equipment,.013068716
31/03/2002,Pharmaceutical Products,-.00036688935
31/03/2002,Chemicals,.14617072
31/03/2002,Rubber and Plastic Products,.095884606
31/03/2002,Textiles,.35737553
31/03/2002,Construction Materials,.1014583
31/03/2002,Construction,.1267699
31/03/2002,Steel Works Etc,.17189512
31/03/2002,Fabricated Products,.15234983
31/03/2002,Machinery,.090555631
31/03/2002,Electrical Equipment,.0089390846
31/03/2002,Automobiles and Trucks,.13417627
31/03/2002,Aircraft,.21627191
31/03/2002,"Shipbuilding, Railroad Equipment",.16302983
31/03/2002,Defense,.14811911
31/03/2002,Precious Metals,.21976519
31/03/2002,Non-Metallic and Industrial Metal Mining,.14150268
31/03/2002,Coal,.081698701
31/03/2002,Petroleum and Natural Gas,.1492786
31/03/2002,Utilities,.012501108
31/03/2002,Communication,-.0062323245
31/03/2002,Personal Services,.13671939
31/03/2002,Business Services,.12560369
31/03/2002,Computer Hardware,-.089139313
31/03/2002,Computer Software,-.032927521
31/03/2002,Electronic Equipment,-.00017008274
31/03/2002,Measuring and Control Equipment,.093328722
31/03/2002,Business Supplies,.10480174
31/03/2002,Shipping Containers,.18029955
31/03/2002,Transportation,.14207394
31/03/2002,Wholesale,.12516659
31/03/2002,Retail,.071059272
31/03/2002,"Restaraunts, Hotels, Motels",.14898773
31/03/2002,Banking,.042895548
31/03/2002,Insurance,.041324031
31/03/2002,Real Estate,.080674894
31/03/2002,Trading,.027283844
31/03/2002,Almost Nothing,-.071029931
30/06/2002,Agriculture,.26119098
30/06/2002,Food Products,.028523639
30/06/2002,Candy & Soda,.019018786
30/06/2002,Beer & Liquor,-.028512733
30/06/2002,Tobacco Products,.15307073
30/06/2002,Recreation,.047654334
30/06/2002,Entertainment,-.035282467
30/06/2002,Printing and Publishing,-.13922992
30/06/2002,Consumer Goods,-.049723174
30/06/2002,Apparel,-.010291031
30/06/2002,Healthcare,.042835806
30/06/2002,Medical Equipment,-.021152476
30/06/2002,Pharmaceutical Products,-.14437333
30/06/2002,Chemicals,-.021497438
30/06/2002,Rubber and Plastic Products,-.0049485969
30/06/2002,Textiles,.003565107
30/06/2002,Construction Materials,-.035951551
30/06/2002,Construction,.083109111
30/06/2002,Steel Works Etc,-.044813074
30/06/2002,Fabricated Products,.010547749
30/06/2002,Machinery,-.11890641
30/06/2002,Electrical Equipment,-.053736165
30/06/2002,Automobiles and Trucks,-.072513998
30/06/2002,Aircraft,.071533255
30/06/2002,"Shipbuilding, Railroad Equipment",.10919888
30/06/2002,Defense,.19732897
30/06/2002,Precious Metals,-.030294359
30/06/2002,Non-Metallic and Industrial Metal Mining,.0021297275
30/06/2002,Coal,.029832158
30/06/2002,Petroleum and Natural Gas,.041657031
30/06/2002,Utilities,-.016898587
30/06/2002,Communication,-.13574082
30/06/2002,Personal Services,.020012731
30/06/2002,Business Services,.018715451
30/06/2002,Computer Hardware,-.24863383
30/06/2002,Computer Software,-.15928471
30/06/2002,Electronic Equipment,-.28286168
30/06/2002,Measuring and Control Equipment,-.23891415
30/06/2002,Business Supplies,.0020279905
30/06/2002,Shipping Containers,.027085682
30/06/2002,Transportation,-.007028467
30/06/2002,Wholesale,-.037458114
30/06/2002,Retail,-.07141155
30/06/2002,"Restaraunts, Hotels, Motels",-.019221559
30/06/2002,Banking,.008261824
30/06/2002,Insurance,-.011193602
30/06/2002,Real Estate,.023055743
30/06/2002,Trading,-.063447908
30/06/2002,Almost Nothing,-.039460775
30/09/2002,Agriculture,-.11079287
30/09/2002,Food Products,-.079025209
30/09/2002,Candy & Soda,-.16849682
30/09/2002,Beer & Liquor,-.023703659
30/09/2002,Tobacco Products,-.039594427
30/09/2002,Recreation,-.22206958
30/09/2002,Entertainment,.0067370413
30/09/2002,Printing and Publishing,-.1227022
30/09/2002,Consumer Goods,-.090325102
30/09/2002,Apparel,-.13956469
30/09/2002,Healthcare,-.02865988
30/09/2002,Medical Equipment,-.058267947
30/09/2002,Pharmaceutical Products,-.083175167
30/09/2002,Chemicals,-.20029491
30/09/2002,Rubber and Plastic Products,-.15798502
30/09/2002,Textiles,-.29674992
30/09/2002,Construction Materials,-.20888762
30/09/2002,Construction,-.24741268
30/09/2002,Steel Works Etc,-.18716198
30/09/2002,Fabricated Products,-.23531373
30/09/2002,Machinery,-.22937375
30/09/2002,Electrical Equipment,-.2566714
30/09/2002,Automobiles and Trucks,-.095552675
30/09/2002,Aircraft,-.13092941
30/09/2002,"Shipbuilding, Railroad Equipment",-.22802682
30/09/2002,Defense,-.3370899
30/09/2002,Precious Metals,-.05209472
30/09/2002,Non-Metallic and Industrial Metal Mining,-.09720245
30/09/2002,Coal,-.18386313
30/09/2002,Petroleum and Natural Gas,-.12501037
30/09/2002,Utilities,-.1541823
30/09/2002,Communication,-.1315444
30/09/2002,Personal Services,-.020327426
30/09/2002,Business Services,-.048532039
30/09/2002,Computer Hardware,-.21991839
30/09/2002,Computer Software,-.21239218
30/09/2002,Electronic Equipment,-.23854066
30/09/2002,Measuring and Control Equipment,-.27759868
30/09/2002,Business Supplies,-.19593535
30/09/2002,Shipping Containers,-.021853006
30/09/2002,Transportation,-.16257638
30/09/2002,Wholesale,-.11752374
30/09/2002,Retail,-.16475661
30/09/2002,"Restaraunts, Hotels, Motels",-.21076803
30/09/2002,Banking,-.14521334
30/09/2002,Insurance,-.22284111
30/09/2002,Real Estate,-.036302708
30/09/2002,Trading,-.16502775
30/09/2002,Almost Nothing,-.089078687
31/12/2002,Agriculture,-.013843018
31/12/2002,Food Products,.039459419
31/12/2002,Candy & Soda,.041691042
31/12/2002,Beer & Liquor,-.053451557
31/12/2002,Tobacco Products,.039834149
31/12/2002,Recreation,.042961814
31/12/2002,Entertainment,.019955415
31/12/2002,Printing and Publishing,.21381313
31/12/2002,Consumer Goods,.041001637
31/12/2002,Apparel,.027272116
31/12/2002,Healthcare,-.04199921
31/12/2002,Medical Equipment,.10503333
31/12/2002,Pharmaceutical Products,.048406005
31/12/2002,Chemicals,.19965936
31/12/2002,Rubber and Plastic Products,.12181689
31/12/2002,Textiles,.087523624
31/12/2002,Construction Materials,.075904407
31/12/2002,Construction,.063562639
31/12/2002,Steel Works Etc,.0077438853
31/12/2002,Fabricated Products,.11240661
31/12/2002,Machinery,-.059820127
31/12/2002,Electrical Equipment,.07579314
31/12/2002,Automobiles and Trucks,.085725084
31/12/2002,Aircraft,-.07346081
31/12/2002,"Shipbuilding, Railroad Equipment",.0019445387
31/12/2002,Defense,-.01212308
31/12/2002,Precious Metals,.1773912
31/12/2002,Non-Metallic and Industrial Metal Mining,.17492205
31/12/2002,Coal,.099355891
31/12/2002,Petroleum and Natural Gas,.064956024
31/12/2002,Utilities,.078970298
31/12/2002,Communication,.15008746
31/12/2002,Personal Services,.025459928
31/12/2002,Business Services,.23588751
31/12/2002,Computer Hardware,.28815565
31/12/2002,Computer Software,.25100639
31/12/2002,Electronic Equipment,.19193693
31/12/2002,Measuring and Control Equipment,.21115229
31/12/2002,Business Supplies,.083319336
31/12/2002,Shipping Containers,.027777916
31/12/2002,Transportation,.11202788
31/12/2002,Wholesale,.028333211
31/12/2002,Retail,.011528601
31/12/2002,"Restaraunts, Hotels, Motels",.0045738723
31/12/2002,Banking,.063191794
31/12/2002,Insurance,.11196156
31/12/2002,Real Estate,.018176716
31/12/2002,Trading,.11580584
31/12/2002,Almost Nothing,.021429295
31/03/2003,Agriculture,.037198007
31/03/2003,Food Products,-.076431863
31/03/2003,Candy & Soda,-.063189954
31/03/2003,Beer & Liquor,-.047949653
31/03/2003,Tobacco Products,-.13864121
31/03/2003,Recreation,-.059837159
31/03/2003,Entertainment,.013760568
31/03/2003,Printing and Publishing,-.040586002
31/03/2003,Consumer Goods,.015433098
31/03/2003,Apparel,-.013888102
31/03/2003,Healthcare,-.0098449597
31/03/2003,Medical Equipment,.039284147
31/03/2003,Pharmaceutical Products,.0012406785
31/03/2003,Chemicals,.050177682
31/03/2003,Rubber and Plastic Products,-.070542023
31/03/2003,Textiles,-.039721008
31/03/2003,Construction Materials,-.068687238
31/03/2003,Construction,.046931583
31/03/2003,Steel Works Etc,-.0075493925
31/03/2003,Fabricated Products,-.15710948
31/03/2003,Machinery,-.048000194
31/03/2003,Electrical Equipment,-.037449267
31/03/2003,Automobiles and Trucks,.010139442
31/03/2003,Aircraft,-.20089859
31/03/2003,"Shipbuilding, Railroad Equipment",-.27784833
31/03/2003,Defense,.11632906
31/03/2003,Precious Metals,-.047904383
31/03/2003,Non-Metallic and Industrial Metal Mining,-.057626233
31/03/2003,Coal,-.06430649
31/03/2003,Petroleum and Natural Gas,-.019467441
31/03/2003,Utilities,.027629267
31/03/2003,Communication,-.022997033
31/03/2003,Personal Services,.038020104
31/03/2003,Business Services,.082669683
31/03/2003,Computer Hardware,.019652234
31/03/2003,Computer Software,.040601783
31/03/2003,Electronic Equipment,.022180267
31/03/2003,Measuring and Control Equipment,-.062836014
31/03/2003,Business Supplies,-.067895979
31/03/2003,Shipping Containers,-.066139266
31/03/2003,Transportation,-.070495896
31/03/2003,Wholesale,-.072229415
31/03/2003,Retail,.001584639
31/03/2003,"Restaraunts, Hotels, Motels",-.023201384
31/03/2003,Banking,-.017792214
31/03/2003,Insurance,-.094355263
31/03/2003,Real Estate,.10032738
31/03/2003,Trading,-.047826137
31/03/2003,Almost Nothing,-.073658042
30/06/2003,Agriculture,.38401416
30/06/2003,Food Products,.16960742
30/06/2003,Candy & Soda,.13633683
30/06/2003,Beer & Liquor,.11073884
30/06/2003,Tobacco Products,.31939882
30/06/2003,Recreation,.054968223
30/06/2003,Entertainment,.19844353
30/06/2003,Printing and Publishing,.16988714
30/06/2003,Consumer Goods,.079778612
30/06/2003,Apparel,.16745067
30/06/2003,Healthcare,.14552908
30/06/2003,Medical Equipment,.14172035
30/06/2003,Pharmaceutical Products,.18355305
30/06/2003,Chemicals,.23279977
30/06/2003,Rubber and Plastic Products,.087405398
30/06/2003,Textiles,.1659804
30/06/2003,Construction Materials,.21397156
30/06/2003,Construction,.4077186
30/06/2003,Steel Works Etc,.24123617
30/06/2003,Fabricated Products,.27224672
30/06/2003,Machinery,.20837916
30/06/2003,Electrical Equipment,.30218267
30/06/2003,Automobiles and Trucks,.22236146
30/06/2003,Aircraft,.19758363
30/06/2003,"Shipbuilding, Railroad Equipment",.28992152
30/06/2003,Defense,.64210761
30/06/2003,Precious Metals,.091785699
30/06/2003,Non-Metallic and Industrial Metal Mining,.11925144
30/06/2003,Coal,.14165078
30/06/2003,Petroleum and Natural Gas,.15012001
30/06/2003,Utilities,.21524452
30/06/2003,Communication,.2881071
30/06/2003,Personal Services,.18929645
30/06/2003,Business Services,.37301946
30/06/2003,Computer Hardware,.24590905
30/06/2003,Computer Software,.29735929
30/06/2003,Electronic Equipment,.2526269
30/06/2003,Measuring and Control Equipment,.35296422
30/06/2003,Business Supplies,.14564581
30/06/2003,Shipping Containers,.10767077
30/06/2003,Transportation,.22120097
30/06/2003,Wholesale,.2289571
30/06/2003,Retail,.22296593
30/06/2003,"Restaraunts, Hotels, Motels",.25159264
30/06/2003,Banking,.2403115
30/06/2003,Insurance,.26953796
30/06/2003,Real Estate,.15325959
30/06/2003,Trading,.24397857
30/06/2003,Almost Nothing,.14884689
30/09/2003,Agriculture,.13755827
30/09/2003,Food Products,.037202328
30/09/2003,Candy & Soda,-.01332957
30/09/2003,Beer & Liquor,.042390205
30/09/2003,Tobacco Products,-.031283263
30/09/2003,Recreation,.14820334
30/09/2003,Entertainment,.10442922
30/09/2003,Printing and Publishing,.052037243
30/09/2003,Consumer Goods,.065552466
30/09/2003,Apparel,.096925803
30/09/2003,Healthcare,.10447861
30/09/2003,Medical Equipment,.10465318
