fdate,doubleq,avgRET
30sep2006,2,-.026782691
30sep2006,3,.0020120214
30sep2006,4,-.024370335
30sep2006,5,-.034069691
30sep2006,6,.012191717
30sep2006,7,-.012891918
30sep2006,8,.0087844767
30sep2006,9,-.00891783
30sep2006,10,-.038391821
30sep2006,11,.073610581
30sep2006,12,.035283398
30sep2006,13,.0059282882
30sep2006,14,.014221224
30sep2006,15,-.017828891
30sep2006,16,.018447354
30sep2006,17,.003758962
30sep2006,18,.025541892
30sep2006,19,.01084206
30sep2006,20,.001052736
30sep2006,21,.087810971
30sep2006,22,.054080013
30sep2006,23,.058331676
30sep2006,24,.048618779
30sep2006,25,.049135856
31dec2006,1,.18597855
31dec2006,2,.088423841
31dec2006,3,.062699951
31dec2006,4,.035956338
31dec2006,5,.033409424
31dec2006,6,.18468064
31dec2006,7,.17228156
31dec2006,8,.080160819
31dec2006,9,.068110451
31dec2006,10,.058101747
31dec2006,11,.22299273
31dec2006,12,.13656783
31dec2006,13,.10675866
31dec2006,14,.0834051
31dec2006,15,.091434412
31dec2006,16,.14941986
31dec2006,17,.10751814
31dec2006,18,.090404317
31dec2006,19,.070896797
31dec2006,20,.07571765
31dec2006,21,.18241034
31dec2006,22,.089234099
31dec2006,23,.092025734
31dec2006,24,.072819166
31dec2006,25,.10068269
31mar2007,1,.047196768
31mar2007,2,.042462062
31mar2007,3,.05654379
31mar2007,4,.026633274
31mar2007,5,-.013422113
31mar2007,6,.090094879
31mar2007,7,.05981141
31mar2007,8,.034572497
31mar2007,9,.0048460765
31mar2007,10,.0095382044
31mar2007,11,.068122879
31mar2007,12,.02731167
31mar2007,13,.019459885
31mar2007,14,.0085931467
31mar2007,15,.010156199
31mar2007,16,.092827536
31mar2007,17,.062549517
31mar2007,18,.046510793
31mar2007,19,.02990515
31mar2007,20,-.013537936
31mar2007,21,-.0040568793
31mar2007,22,.019032832
31mar2007,23,.045774952
31mar2007,24,.0024548895
31mar2007,25,-.0037565012
30jun2007,1,.047477148
30jun2007,2,.06925831
30jun2007,3,.013416689
30jun2007,4,-.0065867151
30jun2007,5,-.016227501
30jun2007,6,.11375805
30jun2007,7,.11938371
30jun2007,8,.0070997407
30jun2007,9,-.01127008
30jun2007,10,-.011074143
30jun2007,11,.1089718
30jun2007,12,.12105206
30jun2007,13,.066535935
30jun2007,14,.035135612
30jun2007,15,-.0028177102
30jun2007,16,.12463384
30jun2007,17,.075139321
30jun2007,18,.064473607
30jun2007,19,.060508262
30jun2007,20,-.0016454308
30jun2007,21,.17403983
30jun2007,22,.080234773
30jun2007,23,.085561201
30jun2007,24,.062001284
30jun2007,25,.019344956
30sep2007,1,-.023174094
30sep2007,2,-.030182157
30sep2007,3,-.061384704
30sep2007,4,-.048379131
30sep2007,5,-.12027542
30sep2007,6,-.001325976
30sep2007,7,.013695873
30sep2007,8,-.05860072
30sep2007,9,-.085507616
30sep2007,10,-.14768027
30sep2007,11,.074279763
30sep2007,12,.025881292
30sep2007,13,-.026758427
30sep2007,14,-.057614319
30sep2007,15,-.11643792
30sep2007,16,.11666555
30sep2007,17,.018430982
30sep2007,18,-.0064019714
30sep2007,19,-.06245574
30sep2007,20,-.12196492
30sep2007,21,.16753685
30sep2007,22,.042726312
30sep2007,23,.028810009
30sep2007,24,-.0054513989
30sep2007,25,-.030982053
31dec2007,1,-.098937951
31dec2007,2,-.048040658
31dec2007,3,-.11013581
31dec2007,4,-.11763641
31dec2007,5,-.16990414
31dec2007,6,.0068827644
31dec2007,7,.014807667
31dec2007,8,-.092071474
31dec2007,9,-.097681575
31dec2007,10,-.17651767
31dec2007,11,.12704456
31dec2007,12,-.0074998834
31dec2007,13,-.054175403
31dec2007,14,-.093613781
31dec2007,15,-.11576197
31dec2007,16,.051218893
31dec2007,17,.0020526575
31dec2007,18,-.057295814
31dec2007,19,-.080303639
31dec2007,20,-.12855062
31dec2007,21,.0046627121
31dec2007,22,.034660831
31dec2007,23,.0013822612
31dec2007,24,-.035586976
31dec2007,25,-.1329262
31mar2008,1,-.10635755
31mar2008,2,-.062026069
31mar2008,3,-.096857391
31mar2008,4,-.10375114
31mar2008,5,-.1079405
31mar2008,6,-.10549448
31mar2008,7,-.094180681
31mar2008,8,-.10102069
31mar2008,9,-.10589857
31mar2008,10,-.1314159
31mar2008,11,-.10162802
31mar2008,12,-.067903377
31mar2008,13,-.038328547
31mar2008,14,-.09511181
31mar2008,15,-.13330525
31mar2008,16,-.069013648
31mar2008,17,-.04713013
31mar2008,18,-.063344985
31mar2008,19,-.066241257
31mar2008,20,-.14543489
31mar2008,21,-.056493346
31mar2008,22,-.070168301
31mar2008,23,-.070962168
31mar2008,24,-.093744069
31mar2008,25,-.11232539
30jun2008,1,-.033593353
30jun2008,2,.14186159
30jun2008,3,.012532008
30jun2008,4,-.062819779
30jun2008,5,-.11280601
30jun2008,6,-.018189153
30jun2008,7,.010486248
30jun2008,8,-.036015764
30jun2008,9,-.041923415
30jun2008,10,-.082773209
30jun2008,11,.069752745
30jun2008,12,-.0089974776
30jun2008,13,-.0083280457
30jun2008,14,-.0080595547
30jun2008,15,-.053763118
30jun2008,16,.038403064
30jun2008,17,.042705905
30jun2008,18,-.0020133725
30jun2008,19,-.0059148725
30jun2008,20,.021831049
30jun2008,21,-.021351697
30jun2008,22,.023241421
30jun2008,23,.0049601747
30jun2008,24,.004732193
30jun2008,25,-.15327962
30sep2008,1,-.14127699
30sep2008,2,-.09612681
30sep2008,3,-.10514405
30sep2008,4,-.10142245
30sep2008,5,-.14049926
30sep2008,6,-.019506598
30sep2008,7,.01970933
30sep2008,8,.045647934
30sep2008,9,-.0073681697
30sep2008,10,-.076059438
30sep2008,11,.070064425
30sep2008,12,.077891372
30sep2008,13,.033266574
30sep2008,14,.0014616172
30sep2008,15,-.071715921
30sep2008,16,.022825751
30sep2008,17,.0072416002
30sep2008,18,-.004027992
30sep2008,19,-.031639576
30sep2008,20,-.15782993
30sep2008,21,-.12274817
30sep2008,22,-.10315365
30sep2008,23,-.076277129
30sep2008,24,-.067314491
30sep2008,25,.020783529
31dec2008,1,-.21406583
31dec2008,2,-.24972332
31dec2008,3,-.23163913
31dec2008,4,-.2730639
31dec2008,5,-.44880658
31dec2008,6,-.29128981
31dec2008,7,-.17563756
31dec2008,8,-.24060689
31dec2008,9,-.31707069
31dec2008,10,-.46651939
31dec2008,11,-.18685538
31dec2008,12,-.14413396
31dec2008,13,-.21058117
31dec2008,14,-.33023319
31dec2008,15,-.47545138
31dec2008,16,-.14704892
31dec2008,17,-.18640739
31dec2008,18,-.21935201
31dec2008,19,-.29363331
31dec2008,20,-.37281439
31dec2008,21,-.16613348
31dec2008,22,-.1716122
31dec2008,23,-.16506222
31dec2008,24,-.30008829
31dec2008,25,-.31889534
31mar2009,1,.14677103
31mar2009,2,.037427891
31mar2009,3,-.04843659
31mar2009,4,-.047457863
31mar2009,5,-.094047308
31mar2009,6,.090475872
31mar2009,7,.0013005144
31mar2009,8,-.1079957
31mar2009,9,-.13389923
31mar2009,10,-.20337462
31mar2009,11,-.0068368111
31mar2009,12,-.045232337
31mar2009,13,-.11997178
31mar2009,14,-.15798163
31mar2009,15,-.15089546
31mar2009,16,.040065065
31mar2009,17,-.044322383
31mar2009,18,-.089892007
31mar2009,19,-.15773481
31mar2009,20,-.22137976
31mar2009,21,-.0046822662
31mar2009,22,-.084701933
31mar2009,23,-.11505821
31mar2009,24,-.13122472
31mar2009,25,-.28075117
30jun2009,1,.38800225
30jun2009,2,.61527294
30jun2009,3,.3281346
30jun2009,4,.31508216
30jun2009,5,.30970159
30jun2009,6,.85052776
30jun2009,7,.51310277
30jun2009,8,.42441261
30jun2009,9,.30533913
30jun2009,10,.37544319
30jun2009,11,.42762056
30jun2009,12,.35593244
30jun2009,13,.41349685
30jun2009,14,.39258295
30jun2009,15,.38035452
30jun2009,16,.34978172
30jun2009,17,.30802795
30jun2009,18,.28004777
30jun2009,19,.31009504
30jun2009,20,.32117468
30jun2009,21,.32230586
30jun2009,22,.2419233
30jun2009,23,.26884738
30jun2009,24,.25009555
30jun2009,25,.48131976
30sep2009,1,.49469039
30sep2009,2,.3852126
30sep2009,3,.25849894
30sep2009,4,.20818125
30sep2009,5,.17221053
30sep2009,6,.30205035
30sep2009,7,.29250094
30sep2009,8,.13548532
30sep2009,9,.24392179
30sep2009,10,.26393241
30sep2009,11,.26691857
30sep2009,12,.23995245
30sep2009,13,.21975267
30sep2009,14,.22213724
30sep2009,15,.32248607
30sep2009,16,.2677862
30sep2009,17,.21560925
30sep2009,18,.24331771
30sep2009,19,.25625044
30sep2009,20,.29722983
30sep2009,21,.16605416
30sep2009,22,.17455728
30sep2009,23,.17920448
30sep2009,24,.16255094
30sep2009,25,.27323031
31dec2009,1,.036257349
31dec2009,2,.051871143
31dec2009,3,.020076351
31dec2009,4,.0024200359
31dec2009,5,-.053472243
31dec2009,6,.086834565
31dec2009,7,.13494369
31dec2009,8,.03720608
31dec2009,9,.0005334412
31dec2009,10,-.07987915
31dec2009,11,.10000426
31dec2009,12,.084240757
31dec2009,13,.068252556
31dec2009,14,.035891078
31dec2009,15,-.02970669
31dec2009,16,.11765518
31dec2009,17,.086101636
31dec2009,18,.075797133
31dec2009,19,.053830985
31dec2009,20,.002987796
31dec2009,21,.10492457
31dec2009,22,.022898374
31dec2009,23,.075975612
31dec2009,24,.030663764
31dec2009,25,-.038845412
31mar2010,1,.14738867
31mar2010,2,.14427966
31mar2010,3,.15344729
31mar2010,4,.070928775
31mar2010,5,.10473856
31mar2010,6,.1529239
31mar2010,7,.11957732
31mar2010,8,.063884348
31mar2010,9,.115493
31mar2010,10,.08297307
31mar2010,11,.15517366
31mar2010,12,.10883614
31mar2010,13,.095086634
31mar2010,14,.11988425
31mar2010,15,.11073131
31mar2010,16,.14858831
31mar2010,17,.084950686
31mar2010,18,.10367497
31mar2010,19,.1037752
31mar2010,20,.13771567
31mar2010,21,.043478005
31mar2010,22,.054261871
31mar2010,23,.048438959
31mar2010,24,.026645081
31mar2010,25,.066785447
30jun2010,1,-.049404405
30jun2010,2,-.025747154
30jun2010,3,-.037241053
30jun2010,4,-.053215373
30jun2010,5,-.0585742
30jun2010,6,-.022295419
30jun2010,7,-.057115924
30jun2010,8,-.084648959
30jun2010,9,-.097561665
