fdate,doubleq,avgRET
30jun2010,10,-.11254001
30jun2010,11,-.0052795671
30jun2010,12,-.071468338
30jun2010,13,-.1124495
30jun2010,14,-.10602231
30jun2010,15,-.14659737
30jun2010,16,-.061774701
30jun2010,17,-.078865491
30jun2010,18,-.098477438
30jun2010,19,-.11012194
30jun2010,20,-.093565829
30jun2010,21,-.076684788
30jun2010,22,-.090750888
30jun2010,23,-.12614584
30jun2010,24,-.15292445
30jun2010,25,-.13509294
30sep2010,1,.12248436
30sep2010,2,.083428651
30sep2010,3,.054368731
30sep2010,4,.035261799
30sep2010,5,-.018648552
30sep2010,6,.14832425
30sep2010,7,.091984801
30sep2010,8,.064965382
30sep2010,9,.047436364
30sep2010,10,.042243816
30sep2010,11,.17531176
30sep2010,12,.16190395
30sep2010,13,.11730436
30sep2010,14,.096939705
30sep2010,15,.055216074
30sep2010,16,.23549955
30sep2010,17,.15372832
30sep2010,18,.1314216
30sep2010,19,.11336868
30sep2010,20,.13125269
30sep2010,21,.18876201
30sep2010,22,.13099334
30sep2010,23,.12684727
30sep2010,24,.16215023
30sep2010,25,.099332318
31dec2010,1,.24095553
31dec2010,2,.23042996
31dec2010,3,.20063813
31dec2010,4,.12609832
31dec2010,5,.080445595
31dec2010,6,.36313707
31dec2010,7,.20987043
31dec2010,8,.17808957
31dec2010,9,.13444865
31dec2010,10,.14780211
31dec2010,11,.23800081
31dec2010,12,.17956726
31dec2010,13,.19206463
31dec2010,14,.17466779
31dec2010,15,.15255731
31dec2010,16,.2060445
31dec2010,17,.14713097
31dec2010,18,.14779873
31dec2010,19,.13251302
31dec2010,20,.075208306
31dec2010,21,.10008302
31dec2010,22,.098817244
31dec2010,23,.11406115
31dec2010,24,.094272271
31dec2010,25,.075169377
31mar2011,1,.17638998
31mar2011,2,.12762351
31mar2011,3,.08871986
31mar2011,4,.059575804
31mar2011,5,.049432229
31mar2011,6,.10613284
31mar2011,7,.067677438
31mar2011,8,.043904223
31mar2011,9,.021707654
31mar2011,10,-.011084561
31mar2011,11,.12196477
31mar2011,12,.10222663
31mar2011,13,.074164331
31mar2011,14,.031103054
31mar2011,15,.046768885
31mar2011,16,.15719098
31mar2011,17,.1042831
31mar2011,18,.07982073
31mar2011,19,.059485864
31mar2011,20,.036235787
31mar2011,21,.064628616
31mar2011,22,.053272169
31mar2011,23,.079315767
31mar2011,24,.048726849
31mar2011,25,.032475408
30jun2011,1,-.078277111
30jun2011,2,-.0067183264
30jun2011,3,.023276519
30jun2011,4,-.045953106
30jun2011,5,-.074706137
30jun2011,6,.036405154
30jun2011,7,.020498212
30jun2011,8,-.0056596976
30jun2011,9,-.066924796
30jun2011,10,-.074860014
30jun2011,11,.043816928
30jun2011,12,-.018173337
30jun2011,13,-.010694711
30jun2011,14,-.02763994
30jun2011,15,-.091578983
30jun2011,16,.047087304
30jun2011,17,.0066800779
30jun2011,18,-.00077418506
30jun2011,19,-.018207457
30jun2011,20,-.034707122
30jun2011,21,.04924399
30jun2011,22,.018479116
30jun2011,23,.00013642255
30jun2011,24,-.016842719
30jun2011,25,-.050741404
30sep2011,1,-.17086463
30sep2011,2,-.16447361
30sep2011,3,-.16058546
30sep2011,4,-.13801722
30sep2011,5,-.20628071
30sep2011,6,-.20118698
30sep2011,7,-.22858863
30sep2011,8,-.21210377
30sep2011,9,-.23762527
30sep2011,10,-.27991712
30sep2011,11,-.17980976
30sep2011,12,-.18522419
30sep2011,13,-.22334892
30sep2011,14,-.24487658
30sep2011,15,-.31568384
30sep2011,16,-.17929879
30sep2011,17,-.18390393
30sep2011,18,-.2144866
30sep2011,19,-.21985981
30sep2011,20,-.27634093
30sep2011,21,-.064323507
30sep2011,22,-.1242232
30sep2011,23,-.14706202
30sep2011,24,-.1891668
30sep2011,25,-.23703477
31dec2011,1,.042471666
31dec2011,2,.11559478
31dec2011,3,.06238227
31dec2011,4,.04447262
31dec2011,5,-.018995352
31dec2011,6,.14477947
31dec2011,7,.13107638
31dec2011,8,.13859935
31dec2011,9,.11201617
31dec2011,10,.07333117
31dec2011,11,.18431191
31dec2011,12,.1686192
31dec2011,13,.1833044
31dec2011,14,.15291916
31dec2011,15,.077982619
31dec2011,16,.16960968
31dec2011,17,.17885453
31dec2011,18,.1844238
31dec2011,19,.13023795
31dec2011,20,.063964374
31dec2011,21,.11145259
31dec2011,22,.11413103
31dec2011,23,.12532313
31dec2011,24,.10864591
31dec2011,25,.050244223
31mar2012,1,.28067595
31mar2012,2,.20455815
31mar2012,3,.18757969
31mar2012,4,.12419015
31mar2012,5,.19063193
31mar2012,6,.17855765
31mar2012,7,.22077434
31mar2012,8,.11245135
31mar2012,9,.14617856
31mar2012,10,.14313154
31mar2012,11,.19082969
31mar2012,12,.14864783
31mar2012,13,.1370499
31mar2012,14,.14514494
31mar2012,15,.12025414
31mar2012,16,.19635187
31mar2012,17,.15056711
31mar2012,18,.13904098
31mar2012,19,.096730471
31mar2012,20,.10971052
31mar2012,21,.17474197
31mar2012,22,.11824591
31mar2012,23,.090850875
31mar2012,24,.13371781
31mar2012,25,.20259009
30jun2012,1,-.040197253
30jun2012,2,-.063857563
30jun2012,3,-.0082303761
30jun2012,4,-.001460248
30jun2012,5,-.075085744
30jun2012,6,.060688201
30jun2012,7,-.047418289
30jun2012,8,-.015595851
30jun2012,9,-.026268138
30jun2012,10,-.066454843
30jun2012,11,-.00086193875
30jun2012,12,-.034631159
30jun2012,13,-.05045658
30jun2012,14,-.070566975
30jun2012,15,-.10180717
30jun2012,16,-.00063020107
30jun2012,17,-.044426907
30jun2012,18,-.038707085
30jun2012,19,-.065649502
30jun2012,20,-.083948828
30jun2012,21,-.0048011993
30jun2012,22,-.023884678
30jun2012,23,-.025358964
30jun2012,24,-.065446928
30jun2012,25,-.095097192
30sep2012,1,.1869356
30sep2012,2,.0070362431
30sep2012,3,.089331202
30sep2012,4,.031847384
30sep2012,5,.063598096
30sep2012,6,.093925431
30sep2012,7,.074422404
30sep2012,8,.042720109
30sep2012,9,.04641572
30sep2012,10,.025198421
30sep2012,11,.092205383
30sep2012,12,.071085364
30sep2012,13,.085298978
30sep2012,14,.053256389
30sep2012,15,.036177929
30sep2012,16,.10015382
30sep2012,17,.061064363
30sep2012,18,.063344367
30sep2012,19,.05303451
30sep2012,20,.026285494
30sep2012,21,.06317693
30sep2012,22,.072253726
30sep2012,23,.080248751
30sep2012,24,.057801828
30sep2012,25,.096740663
31dec2012,1,.0046682931
31dec2012,2,.035239074
31dec2012,3,.029796949
31dec2012,4,.00048371186
31dec2012,5,.0011806771
31dec2012,6,.010118879
31dec2012,7,-.029244343
31dec2012,8,.028573006
31dec2012,9,.0070108403
31dec2012,10,.012881308
31dec2012,11,.032750465
31dec2012,12,.038096953
31dec2012,13,.028250646
31dec2012,14,.040226612
31dec2012,15,.068577692
31dec2012,16,.041965168
31dec2012,17,.05183468
31dec2012,18,.052022595
31dec2012,19,.030907195
31dec2012,20,.060446404
31dec2012,21,-.0032315438
31dec2012,22,.022639643
31dec2012,23,.026933456
31dec2012,24,.064795092
31dec2012,25,.090913765
31mar2013,1,.1554019
31mar2013,2,.22429919
31mar2013,3,.1489964
31mar2013,4,.15279314
31mar2013,5,.14930944
31mar2013,6,.16617601
31mar2013,7,.17549111
31mar2013,8,.12896241
31mar2013,9,.070619486
31mar2013,10,.10937385
31mar2013,11,.2032859
31mar2013,12,.1491781
31mar2013,13,.1069968
31mar2013,14,.0948627
31mar2013,15,.072047934
31mar2013,16,.20907739
31mar2013,17,.16553007
31mar2013,18,.14704081
31mar2013,19,.11870252
31mar2013,20,.12550227
31mar2013,21,.13254145
31mar2013,22,.090314925
31mar2013,23,.086676322
31mar2013,24,.07077691
31mar2013,25,.044686548
30jun2013,1,.084285207
30jun2013,2,.066064559
30jun2013,3,.015970713
30jun2013,4,.043067366
30jun2013,5,.0010724097
30jun2013,6,.13225427
30jun2013,7,.11885522
30jun2013,8,.03706171
30jun2013,9,.037935209
30jun2013,10,.03219359
30jun2013,11,.11974312
30jun2013,12,.080500551
30jun2013,13,.029158957
30jun2013,14,.017357556
30jun2013,15,-.049836617
30jun2013,16,.10763489
30jun2013,17,.038008314
30jun2013,18,.011771547
30jun2013,19,-.0035230282
30jun2013,20,-.026781728
30jun2013,21,.03133028
30jun2013,22,.015351389
30jun2013,23,.019703778
30jun2013,24,.038449217
30jun2013,25,.019917561
30sep2013,1,.21035366
30sep2013,2,.15591311
30sep2013,3,.11411627
30sep2013,4,.075866736
30sep2013,5,.069844291
30sep2013,6,.25390744
30sep2013,7,.16385901
30sep2013,8,.086274028
30sep2013,9,.080546714
30sep2013,10,.097858071
30sep2013,11,.21606228
30sep2013,12,.16440211
30sep2013,13,.087558493
30sep2013,14,.080733486
30sep2013,15,.066009767
30sep2013,16,.17286964
30sep2013,17,.10791598
30sep2013,18,.076894023
30sep2013,19,.053598497
30sep2013,20,.020903666
30sep2013,21,.11865275
30sep2013,22,.084086247
30sep2013,23,.053692486
30sep2013,24,.073084287
30sep2013,25,.081495054
31dec2013,1,.37064075
31dec2013,2,.18883185
31dec2013,3,.14697948
31dec2013,4,.081922978
31dec2013,5,.029915532
31dec2013,6,.13108937
31dec2013,7,.12686007
31dec2013,8,.11639091
31dec2013,9,.072345547
31dec2013,10,.019368662
31dec2013,11,.17534958
31dec2013,12,.10785288
31dec2013,13,.095477618
31dec2013,14,.094266959
31dec2013,15,.061099209
31dec2013,16,.14229189
31dec2013,17,.1013026
31dec2013,18,.083861277
31dec2013,19,.079865105
31dec2013,20,.048949517
31dec2013,21,.11547227
31dec2013,22,.10666081
31dec2013,23,.083162881
31dec2013,24,.085899122
31dec2013,25,.076666921
31mar2014,1,.057745673
31mar2014,2,.090284064
31mar2014,3,.12492114
31mar2014,4,.032136708
31mar2014,5,.029084656
31mar2014,6,.025319874
31mar2014,7,.080906644
31mar2014,8,.0099541973
31mar2014,9,.015111233
31mar2014,10,.01623977
31mar2014,11,.060370531
31mar2014,12,.0078657698
31mar2014,13,.021188987
31mar2014,14,.016099786
31mar2014,15,.015437027
31mar2014,16,.065895878
31mar2014,17,.031257689
31mar2014,18,.039704122
31mar2014,19,.039419554
31mar2014,20,.016061887
31mar2014,21,.011272968
31mar2014,22,.043901358
31mar2014,23,.019747075
31mar2014,24,.024815593
31mar2014,25,-.0061338618
30jun2014,1,-.031847306
30jun2014,2,.027622366
30jun2014,3,-.0042404947
30jun2014,4,-.010640566
30jun2014,5,-.0019996909
30jun2014,6,-.0067082397
30jun2014,7,-.0026861634
30jun2014,8,-.00097813283
30jun2014,9,-.0074340901
30jun2014,10,.045197397
30jun2014,11,.031985443
30jun2014,12,.035126224
30jun2014,13,.014277565
30jun2014,14,.030706408
30jun2014,15,.046976864
30jun2014,16,.041589186
30jun2014,17,.043428279
30jun2014,18,.079600096
30jun2014,19,.047318362
30jun2014,20,.049706299
30jun2014,21,.068973377
30jun2014,22,.056114893
30jun2014,23,.050899528
30jun2014,24,.065941252
30jun2014,25,.050805751
30sep2014,1,-.028916998
30sep2014,2,-.042020295
30sep2014,3,.024377177
30sep2014,4,-.045537371
30sep2014,5,-.068794988
30sep2014,6,-.095156945
30sep2014,7,-.060626369
30sep2014,8,-.060282595
30sep2014,9,-.059603296
30sep2014,10,-.13172174
30sep2014,11,-.005785929
30sep2014,12,-.023322621
30sep2014,13,-.070372336
30sep2014,14,-.082644485
30sep2014,15,-.082047068
30sep2014,16,-.006174868
30sep2014,17,-.031819507
30sep2014,18,-.046702936
30sep2014,19,-.057420794
30sep2014,20,-.064996049
30sep2014,21,.043649215
30sep2014,22,.025561828
30sep2014,23,-.0056986189
30sep2014,24,-.02226451
30sep2014,25,-.020255348
31dec2014,1,.0051552979
31dec2014,2,.014704943
31dec2014,3,.0360994
31dec2014,4,.019331275
31dec2014,5,-.030442186
31dec2014,6,.17331824
31dec2014,7,.15833248
31dec2014,8,.14629504
31dec2014,9,.067246743
31dec2014,10,-.044537704
31dec2014,11,.20500454
31dec2014,12,.098683782
31dec2014,13,.090895317
31dec2014,14,.072824791
31dec2014,15,.007137714
31dec2014,16,.13926083
31dec2014,17,.085953958
31dec2014,18,.046879124
31dec2014,19,.036977988
31dec2014,20,-.022920048
31dec2014,21,.080896266
31dec2014,22,.058668081
31dec2014,23,.033159345
31dec2014,24,-.00071252929
31dec2014,25,-.047977604
31mar2015,1,.041294672
31mar2015,2,.025219243
31mar2015,3,.0086192666
31mar2015,4,.023699827
31mar2015,5,-.025550265
31mar2015,6,.0382597
31mar2015,7,.019567952
31mar2015,8,.031439234
31mar2015,9,.025668971
31mar2015,10,-.019138012
31mar2015,11,.16504329
31mar2015,12,.065469511
31mar2015,13,.038102873
31mar2015,14,.0040819976
31mar2015,15,-.0045744763
31mar2015,16,.12526567
31mar2015,17,.086335965
31mar2015,18,.048991147
31mar2015,19,.0037197359
31mar2015,20,.0084942691
31mar2015,21,.045618471
31mar2015,22,.035271823
31mar2015,23,.02622086
31mar2015,24,-.0049963547
31mar2015,25,-.013194015
30jun2015,1,.048897851
30jun2015,2,-.011777951
30jun2015,3,.017770212
30jun2015,4,-.022338346
30jun2015,5,-.012318323
30jun2015,6,.14128245
30jun2015,7,.038204867
30jun2015,8,.034982961
30jun2015,9,.026847778
30jun2015,10,-.0097518731
30jun2015,11,.097627759
30jun2015,12,.049212504
30jun2015,13,.011158477
30jun2015,14,.008866596
30jun2015,15,-.023587599
30jun2015,16,.055124599
30jun2015,17,.0078982208
30jun2015,18,-.010163685
30jun2015,19,-.0077109816
30jun2015,20,-.014411504
30jun2015,21,.030472225
30jun2015,22,-.0053027919
30jun2015,23,-.0033486341
30jun2015,24,.013137892
30jun2015,25,.047412775
30sep2015,1,-.14128599
30sep2015,2,-.15941747
30sep2015,3,-.082792342
30sep2015,4,-.055707656
30sep2015,5,-.1576653
30sep2015,6,-.15296018
30sep2015,7,-.13842517
30sep2015,8,-.12440336
30sep2015,9,-.1019807
30sep2015,10,-.18811916
30sep2015,11,-.11815746
30sep2015,12,-.12896347
30sep2015,13,-.10369333
30sep2015,14,-.10068006
30sep2015,15,-.23065826
30sep2015,16,-.086065575
30sep2015,17,-.066187143
30sep2015,18,-.079287075
30sep2015,19,-.086867884
30sep2015,20,-.17566927
30sep2015,21,-.020211836
30sep2015,22,-.070418537
30sep2015,23,-.073193043
30sep2015,24,-.089301407
30sep2015,25,-.13421588
31dec2015,1,.0083024278
31dec2015,2,.048579711
31dec2015,3,.085847899
31dec2015,4,.034700803
31dec2015,5,-.043903936
31dec2015,6,.11435619
31dec2015,7,.10705362
31dec2015,8,.082684822
31dec2015,9,.018835751
31dec2015,10,-.027018582
31dec2015,11,.10209374
31dec2015,12,.075608753
31dec2015,13,.060668927
31dec2015,14,.015682554
31dec2015,15,-.030602921
31dec2015,16,.11614578
31dec2015,17,.052168041
31dec2015,18,.038971886
31dec2015,19,.0005852466
31dec2015,20,-.0047732769
31dec2015,21,.11830869
31dec2015,22,.057356998
31dec2015,23,.04050722
31dec2015,24,.041707966
31dec2015,25,.00016470035
31mar2016,1,.0036009185
31mar2016,2,-.01762804
31mar2016,3,-.062960893
31mar2016,4,-.043284662
31mar2016,5,-.033834785
31mar2016,6,-.058321334
31mar2016,7,-.063504882
31mar2016,8,.0020605021
31mar2016,9,-.029734561
31mar2016,10,-.028915588
31mar2016,11,-.072619066
31mar2016,12,.0054750443
31mar2016,13,.046932396
31mar2016,14,-.00019439071
31mar2016,15,.048519347
31mar2016,16,.013869124
31mar2016,17,.055651613
31mar2016,18,.047218557
31mar2016,19,.046511594
31mar2016,20,.042041019
31mar2016,21,.019144198
31mar2016,22,.040499277
31mar2016,23,.017873546
31mar2016,24,.018035084
31mar2016,25,-.033351842
30jun2016,1,.010388075
30jun2016,2,.077044085
30jun2016,3,.037559841
30jun2016,4,.027453871
30jun2016,5,.022243489
30jun2016,6,.12830766
30jun2016,7,.081506506
30jun2016,8,.051409066
30jun2016,9,.034582727
30jun2016,10,.031018108
30jun2016,11,.097896807
30jun2016,12,.071728781
30jun2016,13,.053485014
30jun2016,14,.0030369752
30jun2016,15,.068248466
30jun2016,16,.088797316
30jun2016,17,.036515132
30jun2016,18,.059627786
30jun2016,19,.049695477
30jun2016,20,.054497644
30jun2016,21,.041938126
30jun2016,22,.016661504
30jun2016,23,.063042909
30jun2016,24,.059117965
30jun2016,25,.022165051
30sep2016,1,.12289856
30sep2016,2,.091592632
30sep2016,3,.12758169
30sep2016,4,.098974943
30sep2016,5,.060694944
30sep2016,6,.22197312
30sep2016,7,.15424287
30sep2016,8,.15915288
30sep2016,9,.095529087
30sep2016,10,.080604151
30sep2016,11,.22167484
30sep2016,12,.12411817
30sep2016,13,.086858295
30sep2016,14,.092688516
30sep2016,15,.043383569
30sep2016,16,.12599522
30sep2016,17,.089518704
30sep2016,18,.064268686
30sep2016,19,.077110983
30sep2016,20,.038384091
30sep2016,21,.048047297
30sep2016,22,.072512701
30sep2016,23,.02572515
30sep2016,24,.03564439
30sep2016,25,.093108632
31dec2016,1,-.031071164
31dec2016,2,.009577835
31dec2016,3,.065239303
31dec2016,4,.082663171
31dec2016,5,.043631732
31dec2016,6,.095199101
31dec2016,7,.083692417
31dec2016,8,.17692798
31dec2016,9,.13105111
31dec2016,10,.042619877
31dec2016,11,.032901037
31dec2016,12,.075125068
31dec2016,13,.13913849
31dec2016,14,.098039173
31dec2016,15,.076310374
31dec2016,16,.042633031
31dec2016,17,.082536153
31dec2016,18,.094247349
31dec2016,19,.10066394
31dec2016,20,.053576041
31dec2016,21,.011804094
31dec2016,22,.0091846026
31dec2016,23,.016322918
31dec2016,24,.094152898
31dec2016,25,.1246899
31mar2017,1,.14507355
31mar2017,2,.04308378
31mar2017,3,.11653837
31mar2017,4,.018132785
31mar2017,5,.016588435
31mar2017,6,.14070222
31mar2017,7,.076862469
31mar2017,8,.017070707
31mar2017,9,-.035995673
31mar2017,10,.0040962715
31mar2017,11,.15985034
31mar2017,12,.045733217
31mar2017,13,.028539347
31mar2017,14,-.0065468922
31mar2017,15,.010422112
31mar2017,16,.14113468
31mar2017,17,.066558912
31mar2017,18,.047744051
31mar2017,19,.004888928
31mar2017,20,.035683237
31mar2017,21,.12246272
31mar2017,22,.093222171
31mar2017,23,.056117266
31mar2017,24,.036262818
31mar2017,25,.033187587
30jun2017,1,.018779876
30jun2017,2,.010850053
30jun2017,3,.01414826
30jun2017,4,.017673999
30jun2017,5,-.031863216
30jun2017,6,.10207327
30jun2017,7,.085614823
30jun2017,8,.0092866402
30jun2017,9,-.0076768943
30jun2017,10,-.0020624034
30jun2017,11,.091586836
30jun2017,12,.059343275
30jun2017,13,.027416645
30jun2017,14,.0040563131
30jun2017,15,-.012802422
30jun2017,16,.11253823
30jun2017,17,.042669374
30jun2017,18,.012083711
30jun2017,19,-.017263714
30jun2017,20,-.0044516567
30jun2017,21,.081336603
30jun2017,22,.038401287
30jun2017,23,.033915665
30jun2017,24,.01527901
30jun2017,25,.020992836
30sep2017,1,.12319779
30sep2017,2,.060148746
30sep2017,3,.081194118
30sep2017,4,.015794197
30sep2017,5,-.01513629
30sep2017,6,.16375136
30sep2017,7,.16925226
30sep2017,8,.070122108
30sep2017,9,.060059503
30sep2017,10,-.0094265463
30sep2017,11,.1455617
30sep2017,12,.10842074
30sep2017,13,.072062545
30sep2017,14,.0469332
30sep2017,15,.010534462
30sep2017,16,.094137825
30sep2017,17,.065889657
30sep2017,18,.043538161
30sep2017,19,.051632565
30sep2017,20,.035664603
30sep2017,21,.075128824
30sep2017,22,.066904902
30sep2017,23,.040966887
30sep2017,24,.046305206
30sep2017,25,.065733761
31dec2017,1,.053323448
31dec2017,2,.0080966288
31dec2017,3,.0023669894
31dec2017,4,.025244234
31dec2017,5,-.022541195
31dec2017,6,.10986144
31dec2017,7,.017404603
31dec2017,8,.03390494
31dec2017,9,.033576611
31dec2017,10,.043537065
31dec2017,11,.097482465
31dec2017,12,.096655928
31dec2017,13,.030399615
31dec2017,14,.025699472
31dec2017,15,-.0051269517
31dec2017,16,.10105117
31dec2017,17,.087501615
31dec2017,18,.052482415
31dec2017,19,.035255678
31dec2017,20,.0020002355
31dec2017,21,.089878194
31dec2017,22,.080008589
31dec2017,23,.051775847
31dec2017,24,.064919531
31dec2017,25,.0484262
31mar2018,1,.076438718
31mar2018,2,.018342882
31mar2018,3,.046630867
31mar2018,4,.005998502
31mar2018,5,-.038331639
31mar2018,6,.089160696
31mar2018,7,.040030524
31mar2018,8,-.021452645
31mar2018,9,-.010543243
31mar2018,10,-.04514534
31mar2018,11,.083345354
31mar2018,12,.0269491
31mar2018,13,-.011458105
31mar2018,14,-.011834613
31mar2018,15,-.048308436
31mar2018,16,.064707734
31mar2018,17,.01961351
31mar2018,18,-.040844094
31mar2018,19,-.024770638
31mar2018,20,-.038504917
31mar2018,21,.048018187
31mar2018,22,-.0032755863
31mar2018,23,-.01517123
31mar2018,24,-.037573226
31mar2018,25,-.028616048
30jun2018,1,.057407491
30jun2018,2,.10941593
30jun2018,3,.078237236
30jun2018,4,.01910384
30jun2018,5,.073318504
30jun2018,6,.23053044
30jun2018,7,.17917638
30jun2018,8,.10294358
30jun2018,9,.065056682
30jun2018,10,.040425286
30jun2018,11,.20459764
30jun2018,12,.11719508
30jun2018,13,.085813515
30jun2018,14,.087446705
30jun2018,15,.044098388
30jun2018,16,.17601374
30jun2018,17,.062806614
30jun2018,18,.038105492
30jun2018,19,.020024346
30jun2018,20,.014947301
30jun2018,21,.062850334
30jun2018,22,.027342414
30jun2018,23,.031686377
30jun2018,24,.030438256
30jun2018,25,-.041449793
30sep2018,1,.088534869
30sep2018,2,.063620426
30sep2018,3,-.02480557
30sep2018,4,-.044459254
30sep2018,5,-.039459281
30sep2018,6,.10915328
30sep2018,7,.065582946
30sep2018,8,.050856117
30sep2018,9,-.037999224
30sep2018,10,-.045045555
30sep2018,11,.10451731
30sep2018,12,.058341634
30sep2018,13,.010251314
30sep2018,14,-.0049336101
30sep2018,15,-.036731746
30sep2018,16,.15588729
30sep2018,17,.12157129
30sep2018,18,.034793969
30sep2018,19,-.0094018122
30sep2018,20,.0096414965
30sep2018,21,.12208185
30sep2018,22,.057407402
30sep2018,23,.062720425
30sep2018,24,.016919674
30sep2018,25,.024473358
31dec2018,1,-.2242137
31dec2018,2,-.2228678
31dec2018,3,-.21564117
31dec2018,4,-.19635135
31dec2018,5,-.27451256
31dec2018,6,-.21887265
31dec2018,7,-.17984629
31dec2018,8,-.1919536
31dec2018,9,-.16312823
31dec2018,10,-.25847453
31dec2018,11,-.16552304
31dec2018,12,-.18011108
31dec2018,13,-.18586981
31dec2018,14,-.19524769
31dec2018,15,-.22378521
31dec2018,16,-.16183256
31dec2018,17,-.15688844
31dec2018,18,-.11948707
31dec2018,19,-.16456617
31dec2018,20,-.19899915
31dec2018,21,-.12474851
31dec2018,22,-.084778324
31dec2018,23,-.10646071
31dec2018,24,-.12991747
31dec2018,25,-.15011908
31mar2019,1,.32887948
31mar2019,2,.30698797
31mar2019,3,.14457336
31mar2019,4,.12965904
31mar2019,5,.12883623
31mar2019,6,.25707507
31mar2019,7,.21232648
31mar2019,8,.11234436
31mar2019,9,.10539777
31mar2019,10,.086321071
31mar2019,11,.26756358
31mar2019,12,.16835393
31mar2019,13,.1373392
31mar2019,14,.12629776
31mar2019,15,.10140949
31mar2019,16,.29018977
31mar2019,17,.1833422
31mar2019,18,.16366625
31mar2019,19,.13499059
31mar2019,20,.13345525
31mar2019,21,.18136699
31mar2019,22,.15462239
31mar2019,23,.11945763
31mar2019,24,.12156364
31mar2019,25,.090284951
30jun2019,1,-.00453255
30jun2019,2,.017033281
30jun2019,3,-.017652798
30jun2019,4,-.021240138
30jun2019,5,-.077120408
30jun2019,6,.056488633
30jun2019,7,.020213658
30jun2019,8,-.0097292839
30jun2019,9,-.0044570807
30jun2019,10,-.073969454
30jun2019,11,.075610645
30jun2019,12,.032015689
30jun2019,13,.033665843
30jun2019,14,.013813692
30jun2019,15,-.020196376
30jun2019,16,.086281173
30jun2019,17,.050407309
30jun2019,18,.028786818
30jun2019,19,.034581847
30jun2019,20,-.0009963495
30jun2019,21,.060167648
30jun2019,22,.047835283
30jun2019,23,.054362994
30jun2019,24,.022785241
30jun2019,25,.023849672
30sep2019,1,-.031900138
30sep2019,2,-.030014293
30sep2019,3,-.033622343
30sep2019,4,-.019891841
30sep2019,5,-.050813127
30sep2019,6,-.033167724
30sep2019,7,-.075505525
30sep2019,8,-.023002775
30sep2019,9,-.012665683
30sep2019,10,-.070109703
30sep2019,11,-.050632995
30sep2019,12,-.044055853
30sep2019,13,-.0032182494
30sep2019,14,-.024755575
30sep2019,15,-.091216438
30sep2019,16,-.0073119858
30sep2019,17,-.0045314948
30sep2019,18,.012502173
30sep2019,19,-.0030910438
30sep2019,20,-.056909986
30sep2019,21,.031019352
30sep2019,22,.0023736332
30sep2019,23,.025770742
30sep2019,24,.0091985129
30sep2019,25,-.011809459
31dec2019,1,.17385915
31dec2019,2,.115552
31dec2019,3,.036228735
31dec2019,4,.029728372
31dec2019,5,.012385061
31dec2019,6,.29913217
31dec2019,7,.28031361
31dec2019,8,.1206743
31dec2019,9,.070384234
31dec2019,10,.047848724
31dec2019,11,.33990842
31dec2019,12,.15699697
31dec2019,13,.10615384
31dec2019,14,.095802262
31dec2019,15,.13313305
31dec2019,16,.23743758
31dec2019,17,.095265642
31dec2019,18,.11637038
31dec2019,19,.076057389
31dec2019,20,.064137995
31dec2019,21,.11903057
31dec2019,22,.10874042
31dec2019,23,.095073588
31dec2019,24,.055222694
31dec2019,25,.08758606
31mar2020,1,-.23293735
31mar2020,2,-.1770335
31mar2020,3,-.18288366
31mar2020,4,-.28001493
31mar2020,5,-.3780539
31mar2020,6,-.24742146
31mar2020,7,-.15516426
31mar2020,8,-.24591854
31mar2020,9,-.3708705
31mar2020,10,-.43704689
31mar2020,11,-.32052997
31mar2020,12,-.2221875
31mar2020,13,-.2950027
31mar2020,14,-.37389246
31mar2020,15,-.45396736
31mar2020,16,-.17532063
31mar2020,17,-.24775144
31mar2020,18,-.32918474
31mar2020,19,-.37609515
31mar2020,20,-.4489221
31mar2020,21,-.084874064
31mar2020,22,-.15552923
31mar2020,23,-.20785581
31mar2020,24,-.30827376
31mar2020,25,-.33008274
30jun2020,1,.49485645
30jun2020,2,.50569147
30jun2020,3,.49110305
30jun2020,4,.27946594
30jun2020,5,.16807047
30jun2020,6,.53153318
30jun2020,7,.49997142
30jun2020,8,.37237245
30jun2020,9,.19600995
30jun2020,10,.25392282
30jun2020,11,.71983224
30jun2020,12,.55871785
30jun2020,13,.32877567
30jun2020,14,.27656251
30jun2020,15,.27784193
30jun2020,16,.53146881
30jun2020,17,.37930861
30jun2020,18,.2934978
30jun2020,19,.27848211
30jun2020,20,.35004318
30jun2020,21,.37500098
30jun2020,22,.20472105
30jun2020,23,.1838772
30jun2020,24,.15713528
30jun2020,25,.1215538
30sep2020,1,.15026484
30sep2020,2,.063140176
30sep2020,3,.10940924
30sep2020,4,.022489469
30sep2020,5,-.039246202
30sep2020,6,.1188562
30sep2020,7,.055864412
30sep2020,8,.03174438
30sep2020,9,.035400916
30sep2020,10,-.0096467184
30sep2020,11,.18388221
30sep2020,12,.099210344
30sep2020,13,.06685774
30sep2020,14,-.010970511
30sep2020,15,-.028692553
30sep2020,16,.16307865
30sep2020,17,.074995056
30sep2020,18,.052558646
30sep2020,19,.012844747
30sep2020,20,-.020187985
30sep2020,21,.17141581
30sep2020,22,.13619639
30sep2020,23,.080635689
30sep2020,24,-.00021196055
30sep2020,25,-.023551634
31dec2020,1,.41774124
31dec2020,2,.32850182
31dec2020,3,.2021452
31dec2020,4,.29789928
31dec2020,5,.24552228
