date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,char
1963-07-01,0.00648234,-0.005713181,0.0088311112,-0.008642351,0.0079144006,-0.002824569,-0.01588584,0.0020073688,-0.015814713,0.0080725683,1
1963-08-01,0.058445175,0.045461757,0.0450295494,0.0550309971,0.0462756533,0.054007511,0.059630785,0.0743749613,0.0713197456,0.0651240214,1
1963-09-01,-0.024192401,-0.021696272,-0.025682111,-0.008024423,-8.3001e-05,-0.009426273,-0.020736935,-0.008400434,-0.004293829,-0.012985473,1
1963-10-01,0.013839187,0.0236537828,0.0662130684,0.0200955796,0.0123448369,0.0248963865,0.0215222892,-0.004401856,0.038668851,0.028405712,1
1963-11-01,-0.050650559,-0.009504222,0.0175137326,0.0097744714,0.0022516857,-0.015737534,-0.019134979,-0.004010928,-0.003326405,0.0047960517,1
1963-12-01,0.018181432,0.0080354347,0.0392754512,0.0265835045,0.0128200609,0.0298402681,0.0212795494,0.0279247929,0.0284295647,-0.000332827,1
1964-01-01,0.00023977,0.0305501651,0.0333675933,0.0252795085,0.0237309476,0.0272799944,0.04088309,0.0139414699,0.0185317338,-0.000823306,1
1964-02-01,0.0175456467,0.0217404075,0.0128744914,0.0119147718,0.0131366209,0.0251968218,0.0186771523,0.0231879728,0.0355614234,0.0214536935,1
1964-03-01,0.0143979168,0.007549672,0.0415365908,0.0195725059,0.0179855699,0.0157258189,0.0059752022,0.0229248837,0.0122650302,0.0285227345,1
1964-04-01,-0.028984332,-0.025167043,-0.005133385,-0.016171929,-0.000570243,0.0080627382,0.01742343,0.0248786889,0.007089365,-0.008851924,1
1964-05-01,0.0415983779,0.0246724449,0.0138880491,0.01538921,0.0099158342,0.0176146932,0.006258818,0.0185163315,0.0090825107,-0.007062567,1
1964-06-01,0.0086470374,0.0076453028,0.0103512183,0.001621349,0.0137163021,0.007500425,0.0358598149,0.0155308439,0.0232452297,0.0299760876,1
1964-07-01,0.0098610155,0.0019401551,0.0183810258,0.0164915021,0.0444344467,0.0263425634,0.0135908683,0.0195049718,0.0370273591,0.0230676881,1
1964-08-01,-0.009273031,0.0087628708,-0.007084991,-0.01368776,-0.010127541,-0.011137282,-0.017937565,-0.01363958,-0.020766284,-0.023521272,1
1964-09-01,0.022641778,0.0220395363,0.0300196722,0.0400283439,0.0398073551,0.0152899325,0.0259681915,0.0350458788,0.0430334436,0.0507087107,1
1964-10-01,-0.001948798,0.0005157488,0.0067791307,0.0146599558,0.01589879,0.026005565,9.84535e-05,0.0029523654,-0.000316269,0.0161478441,1
1964-11-01,0.002432446,0.0152786608,0.0127287512,0.0035058182,0.016305811,0.0009227066,-0.013350617,0.0114284811,0.0002536695,-0.011961056,1
1964-12-01,-0.006460828,-0.001916024,-0.002145284,0.0005201725,-0.001620546,0.0111101054,-0.008140451,0.0263307466,-0.002531864,-0.001241837,1
1965-01-01,0.0267200363,0.0258732092,0.0322436532,0.0246035862,0.0731854615,0.0466643198,0.0335041531,0.0615520017,0.0558015541,0.0612959585,1
1965-02-01,0.0140629897,0.026394451,0.0269170823,0.0063442158,0.0051475813,0.0118953395,-0.00454581,0.026459428,0.0101833448,-0.021358918,1
1965-03-01,-0.032626753,-0.020827255,-0.003187802,-0.004110346,-0.012730771,-0.005297179,-0.007790167,0.0071744283,-0.008880459,-0.024807522,1
1965-04-01,0.0271187235,0.0363912405,0.0375405259,0.0485111825,0.0212754586,0.0331219464,0.027028127,0.0472909943,0.0158804887,0.0472598834,1
1965-05-01,-0.003909428,-0.015379254,-0.024932458,0.00497968,0.0022748314,0.01180574,-0.004063291,-0.007565177,-0.00885192,-0.014558214,1
1965-06-01,-0.08821619,-0.047256165,-0.055659663,-0.03040893,-0.048809159,-0.046488858,-0.049636241,-0.059744356,-0.054079031,-0.076697528,1
1965-07-01,0.0081706848,0.0198246891,0.006313674,0.0148334203,0.0204418749,0.0294720499,0.026030402,0.0336359058,0.0455254756,0.05195854,1
1965-08-01,0.0641132459,0.0535748406,0.0404489223,0.0335553305,0.014747841,0.0307997982,0.0346655767,0.0162983087,0.0196071183,0.0430195331,1
1965-09-01,0.0262779493,0.0493487343,0.028813852,0.0142746581,0.0452732572,0.0363307295,0.0188016154,0.0127350938,0.0347292579,0.0414756227,1
1965-10-01,0.0525774209,0.0343667839,0.0438414448,0.0359976943,0.0302457993,-0.001611849,0.0189340045,0.02897852,0.0156860006,0.0341150322,1
1965-11-01,0.087776198,0.0266698731,0.0005089701,-0.021068261,0.0107660012,0.0131262757,-0.00938765,0.0258810807,-0.01196341,0.0093599866,1
1965-12-01,-0.003103343,0.0178151272,0.0121570849,0.0119037396,0.0095734448,0.0115280314,0.0001301915,0.0243621718,0.0132880358,0.0313922356,1
1966-01-01,0.0312826989,0.0253937142,0.0120194897,0.0154056621,0.0003456584,0.0060973138,0.0143897973,0.0005138224,0.0076385486,0.0385652337,1
1966-02-01,0.027906003,0.0368414708,0.0154272771,0.0117910704,-0.014726003,-0.028462787,-0.016139014,-0.016311788,-0.022743555,-0.007596076,1
1966-03-01,-0.012690607,-0.012695163,-0.007397411,-0.035454422,-0.029144542,-0.031385056,-0.033577478,-0.024693653,-0.011767524,0.0146394032,1
1966-04-01,0.0305079165,0.0326941643,0.0484643881,0.0190005601,0.0271434669,0.0221757519,-0.001987051,0.0156135327,0.0213247738,0.0389281162,1
1966-05-01,-0.09274879,-0.071978425,-0.04791913,-0.067196063,-0.051909476,-0.03601423,-0.035098534,-0.04569361,-0.049986903,-0.042400848,1
1966-06-01,-0.030954105,-0.010821436,-0.007698395,-0.014191391,-0.020688948,-0.008617471,0.0021033558,-0.010635422,0.0361234641,0.0165109922,1
1966-07-01,-0.007291638,-0.015485606,-0.040869068,-0.010586585,-0.010334303,-0.007084142,-0.020677006,0.0009210935,-0.014233104,0.0029612495,1
1966-08-01,-0.087424992,-0.076639021,-0.083997808,-0.073434606,-0.075337202,-0.059731702,-0.072951705,-0.07559162,-0.073787913,-0.086101127,1
1966-09-01,-0.011877642,-0.016885265,-0.012375102,-0.01405502,0.0030480072,0.0181433392,-0.007477137,0.0181294889,-0.00209513,-0.014682469,1
1966-10-01,0.0588224709,0.0667024411,0.0227801605,0.0424291974,0.0758715509,0.0283823297,0.0192806927,0.030761864,0.0277786673,-0.010659176,1
1966-11-01,-0.00077526,-0.020502205,0.0136789261,0.0468635952,0.0135088958,0.0045521737,0.0020073906,0.0788996244,0.0961149098,0.1542345581,1
1966-12-01,0.0086282889,0.0014245795,0.0062934112,0.0038111841,0.0033609347,-0.009547998,-0.01030883,0.0164981189,0.0223592691,0.0080403703,1
1967-01-01,0.1014195245,0.0733451266,0.0637312039,0.0652515046,0.0967335765,0.1024262005,0.0840242373,0.0869492428,0.1202683313,0.1026056441,1
1967-02-01,0.0351677725,0.0209045408,-0.002042928,0.0138108357,-0.008670863,-0.000352085,0.0126446171,0.029456325,0.0143359897,0.0010610808,1
1967-03-01,0.0556172506,0.0421481299,0.0541475768,0.0424133316,0.0256252619,0.0409146762,0.0342938762,0.0492161934,0.0569885457,0.0671551965,1
1967-04-01,0.050352674,0.0462776226,0.0444317851,0.033021843,0.0553755746,0.0271368371,0.0205443606,0.0402998138,0.0674857642,0.0592135772,1
1967-05-01,-0.067419802,-0.053609085,-0.039262485,-0.029428875,-0.0412074,-0.040763165,-0.027624248,-0.036129043,-0.003958302,-0.023539957,1
1967-06-01,0.0773338869,0.0466076727,0.037807816,0.0385872463,0.0037373356,0.0297487893,0.0215663567,0.0252198285,0.011357666,0.0558763474,1
1967-07-01,0.0540147423,0.0530168944,0.0742968896,0.0486480078,0.0006711594,0.0822825416,0.0375617665,0.0346576288,0.0695554918,0.059159934,1
1967-08-01,-0.00392571,0.0037144959,-0.014873949,-0.011020588,-0.004195967,-0.00413699,-0.014350155,0.0006816411,0.0003987213,-0.009014738,1
1967-09-01,0.0389742616,0.0464528401,0.0355269743,0.0128878983,0.0278453179,0.0405472706,0.0403694614,0.0446392104,0.0242778129,0.0259871866,1
1967-10-01,-0.009379292,0.0084196717,-0.009183244,-0.033519477,-0.051836801,-0.031085314,-0.03776731,-0.042310369,-0.027139411,-0.058498313,1
1967-11-01,0.0190822083,-0.012179135,0.0230043168,-0.000185422,0.0118643074,-0.003568984,0.001874903,0.0220789447,0.0006222651,0.0190167943,1
1967-12-01,0.0452645274,0.0381973465,0.0267536393,0.0142891849,0.0431347228,0.0255077219,0.0235335173,0.0604640181,0.0586028427,0.0461034733,1
1968-01-01,-0.042212125,-0.065294261,-0.044561368,-0.04945516,-0.055138297,-0.050284351,-0.01495273,0.019067233,-0.033216027,-0.044611802,1
1968-02-01,-0.068437795,-0.035491312,-0.027903961,-0.026559756,-0.024156131,-0.033808965,-0.026712373,-0.032908635,-0.037026409,-0.050172741,1
1968-03-01,-0.003365586,-0.005573252,-0.000903001,0.0169690784,-0.005883676,0.0044136972,0.0006393824,0.0162057819,0.0299442819,0.0097492844,1
1968-04-01,0.1274376028,0.1062590513,0.0942322704,0.0927181993,0.096027863,0.0624732466,0.0868547069,0.0686499162,0.1163260366,0.140741715,1
1968-05-01,0.0753047253,0.0359028189,0.0250270498,0.0387648564,0.0333612038,0.0188521225,0.0320702327,0.0284478082,0.002678902,0.030974353,1
1968-06-01,0.0003044121,-0.018651313,-0.005808974,-0.002832561,-0.006189411,0.0329079299,0.016171549,0.0261040669,0.0370586566,0.0058022384,1
1968-07-01,-0.040910636,0.0043831532,-0.020983942,-0.01634489,-0.027428013,0.0021680083,-0.028986739,-0.033843659,-0.037123591,-0.038630703,1
1968-08-01,0.0288032331,0.0120121461,0.0122714008,0.015687831,0.0124066699,0.0180751257,0.0260892304,0.0242561565,0.0172804129,0.0174761105,1
1968-09-01,0.0689647558,0.0615929774,0.0529525252,0.0348430189,0.027178165,0.0381390629,0.0410184033,0.0618668599,0.0482971057,0.0718566619,1
1968-10-01,-0.019988094,-0.007959341,0.0018228939,0.0029971261,0.032411188,0.0161107071,0.0257339345,-0.015864558,0.0262893674,0.0043742374,1
1968-11-01,0.0560867589,0.050579717,0.0142120008,0.048449097,0.0620352372,0.0676387995,0.0577980164,0.0724410192,0.089234683,0.0851163037,1
1968-12-01,-0.043178206,-0.046833197,-0.045002972,-0.031560138,-0.035926138,-0.042586111,-0.025591927,-0.033775898,-0.023314766,-0.028167197,1
1969-01-01,-0.011943144,-0.028518511,-0.018459723,-0.000114164,-0.008345071,-0.009307141,-0.028152106,0.0086620858,-9.0729e-05,0.0097361906,1
1969-02-01,-0.093647795,-0.07719738,-0.058191567,-0.046529059,-0.041517288,-0.04024916,-0.06103147,-0.032201596,-0.05699759,-0.074880913,1
1969-03-01,0.0384068689,0.0385144575,0.0230456221,0.0172566918,0.0248093278,0.0476280161,0.032024338,0.0262769757,0.0341566426,0.0183063056,1
1969-04-01,0.0270711441,0.0265538383,0.0086172664,0.0100927557,0.0106796812,0.0082311856,0.0469008473,0.0085957055,0.0188621298,0.0185416407,1
1969-05-01,-0.0094412,0.0014016116,-0.013047447,0.0044394627,-0.001051876,0.0192387846,0.0280139029,0.0142887084,0.0001138391,0.0061033945,1
1969-06-01,-0.103204426,-0.081951011,-0.067224508,-0.065213754,-0.061720597,-0.06492886,-0.015520634,-0.073519354,-0.080483927,-0.12808192,1
1969-07-01,-0.054292332,-0.051097933,-0.060498083,-0.060353439,-0.072866703,-0.076576451,-0.081883878,-0.084198617,-0.072306131,-0.083009944,1
1969-08-01,0.0535343662,0.0385991884,0.034907751,0.0428060469,0.0511156104,0.0572003,0.0725485935,0.0622122139,0.071054568,0.0821089132,1
1969-09-01,-0.041932476,-0.020037337,-0.021264666,-0.013405472,-0.045739018,-0.000839039,-0.03414066,-0.015075874,-0.018808727,0.0028876633,1
1969-10-01,0.0596181009,0.0790790953,0.0622394388,0.0432851556,0.078362498,0.0731417264,0.0497226702,0.074744601,0.0346330388,0.0375792071,1
1969-11-01,-0.049171504,-0.051216962,-0.037382044,-0.022437494,-0.036803798,-0.027962432,-0.024035799,-0.023426805,-0.037721085,-0.039193264,1
1969-12-01,-0.018243365,-0.03464422,0.0004967834,-0.015028991,-0.004401503,-0.019725402,-0.027378751,-0.027298867,-0.034833834,-0.072748819,1
1970-01-01,-0.076577121,-0.077158655,-0.080522847,-0.0803002,-0.064556031,-0.083622154,-0.043205202,-0.102796391,-0.065970941,-0.084326827,1
1970-02-01,0.0300036052,0.0340080952,0.0522069533,0.0676633053,0.0275655593,0.061598128,0.0581999298,0.0606879363,0.0861875673,0.0665237851,1
1970-03-01,-0.023359648,-0.009161367,0.0182153855,-0.004602719,0.0001416222,-0.015145284,-0.009352748,-0.017388053,0.0065633882,-0.013925113,1
1970-04-01,-0.109838235,-0.080221612,-0.089477183,-0.091747536,-0.112919302,-0.093292435,-0.095064299,-0.127254156,-0.131796413,-0.17543337,1
1970-05-01,-0.05802508,-0.058099641,-0.039019469,-0.092268996,-0.055828981,-0.073450915,-0.077182364,-0.088961014,-0.102351017,-0.113318279,1
1970-06-01,-0.036751508,-0.040262765,-0.072754122,-0.040480767,-0.065266926,-0.048997567,-0.042999415,-0.032055435,-0.059946946,-0.099605291,1
1970-07-01,0.0555582985,0.0722579362,0.0581323231,0.1061060396,0.0677729753,0.0822213314,0.0601468053,0.1093295656,0.0778417787,0.0889333693,1
1970-08-01,0.0400442316,0.0711750581,0.0548771,0.0362208109,0.0584597519,0.0377370749,0.0494003727,0.0452794686,0.0502229467,0.0878669363,1
1970-09-01,0.0834667084,0.069193345,0.0517716675,0.0169628376,0.0450685679,0.0552630631,0.0371221429,0.0291841572,0.0680798097,0.1235561775,1
1970-10-01,-0.105749247,-0.07028194,-0.047268305,-0.031328819,-0.006963564,-0.018479518,-0.00942399,0.0131751297,-0.023064294,-0.007106014,1
1970-11-01,0.0465903476,0.0489226545,0.0426220226,0.0551831626,0.0622021856,0.0570712417,0.0496236202,0.0694297749,0.0153449703,0.0206270397,1
1970-12-01,0.0421196689,0.0528494946,0.0526078099,0.0579533927,0.0476288884,0.081255506,0.0857595807,0.0778664311,0.0902608698,0.0900115747,1
1971-01-01,0.073936932,0.06911163,0.059995164,0.0430139582,0.0385983553,0.053108752,0.0460469483,0.0449404514,0.0441771082,0.0983046164,1
1971-02-01,0.0284947671,0.0173567069,0.018455413,0.0169361951,-0.010204547,0.0220833298,0.0173154653,0.0179509586,0.0126431304,0.0375716579,1
1971-03-01,0.0375836964,0.0464459449,0.0571206306,0.0364986838,0.0495773985,0.0438480046,0.0580351475,0.0352797469,0.0425263583,0.0341113636,1
1971-04-01,0.0295703656,0.0246764141,0.0292207745,0.0142653042,0.036075524,0.0544157151,0.0472711065,0.0247154954,0.04207035,0.047807727,1
1971-05-01,-0.042999615,-0.034189274,-0.045418918,-0.022291137,-0.02207433,-0.022217589,-0.053530822,-0.031750602,-0.035566978,-0.038247177,1
1971-06-01,0.0061458001,0.0194203435,0.0053942092,0.0024847203,0.0009957222,-0.003923018,0.0138874539,-0.008584253,0.0079195167,-0.032856378,1
1971-07-01,-0.044450357,-0.059643978,-0.042342141,-0.031480811,-0.024995608,-0.027575452,-0.050904288,-0.033900683,-0.050983423,-0.060773992,1
1971-08-01,0.0272537224,0.0236131103,0.0186704354,0.041649584,0.0305739634,0.0395293811,0.048068423,0.0875092119,0.0925073699,0.0819184567,1
1971-09-01,-0.003978539,-0.015830971,-0.016238986,0.0090622674,-0.005772239,-0.003686628,0.0019582615,-0.006760275,-0.00783471,0.0001447288,1
1971-10-01,-0.04959102,-0.036023058,-0.036073581,-0.029995588,-0.033740146,-0.042700717,-0.048752423,-0.053675235,-0.047675292,-0.08891308,1
1971-11-01,-0.007659206,0.0011994281,4.8710339e-06,0.0122778093,-0.006389715,0.0013980333,-0.010606209,-0.006339466,-0.015664277,-0.028829234,1
1971-12-01,0.0724733482,0.0881410122,0.0804464718,0.086165369,0.1013878643,0.0925187149,0.0810575843,0.1184269531,0.1314670487,0.1460879624,1
1972-01-01,0.0707558447,0.0504158629,0.029555997,0.0220353785,0.0059133721,0.0352468754,0.0194270753,0.0285373132,0.0191742357,0.0390492032,1
1972-02-01,0.0288323435,0.0524825453,0.0313084482,0.0165993561,0.0358396812,0.0448188822,0.024762985,0.0097978895,0.055276369,0.0431664203,1
1972-03-01,-0.007355743,-5.3738e-05,0.0160832738,0.0035835983,0.0182120817,0.0032690806,0.0090777726,0.025939606,0.0113281987,0.0193883646,1
1972-04-01,0.0030997661,0.0093355982,0.0045628952,0.0037793207,0.0152350043,0.0081853637,0.0007602612,0.0032086746,0.0017506518,0.0012415661,1
1972-05-01,0.0097973572,0.0102040443,0.0171734218,0.0236866746,0.0232266946,0.0210944229,0.0230943904,0.0060521849,0.0032986418,-0.016847503,1
1972-06-01,-0.010113061,-0.019050449,-0.004664155,-0.027599262,-0.025314892,-0.036234563,-0.040167363,-0.044796535,-0.034146982,-0.020525578,1
1972-07-01,0.0052763789,0.0102994419,0.0070307747,0.0057388758,-0.015751454,-0.010985139,-0.00781646,-0.018740756,-0.023221497,-0.055725974,1
1972-08-01,0.0034449925,0.0121913328,0.0363608354,0.038036961,0.0592760844,0.0563188026,0.0662710063,0.0375537152,0.0377186294,0.0292855162,1
1972-09-01,-0.001255957,-0.029254937,-0.015199553,0.0082442221,-0.007642991,-0.019389477,-0.00414085,-0.00466605,0.0188053848,-0.030110088,1
1972-10-01,0.0169941983,0.0093264742,0.0338794596,-0.017619117,0.0138580904,0.0146458417,0.0189002551,0.0129757419,0.0129198931,-0.021526874,1
1972-11-01,0.0337078331,0.049523838,0.0351429544,0.0421444165,0.0376325391,0.0646396577,0.0696429414,0.0503012078,0.1007799121,0.1005260841,1
1972-12-01,-0.029001646,-0.016472748,-0.004977424,-0.020436701,0.018565916,-0.004614372,0.0195614873,0.020879093,0.0396698316,0.0331308546,1
1973-01-01,-0.040817616,-0.033592381,-0.000958034,-0.025357356,-0.015885261,-0.05466246,-0.045222535,-0.062044428,-0.058302867,-0.055985302,1
