date,mgrsizeq,avgRET
31/12/2015,6,.062877692
31/12/2015,7,.062847078
31/12/2015,8,.063268989
31/12/2015,9,.06504529
31/12/2015,10,.062282011
31/03/2016,1,.018942753
31/03/2016,2,.018941034
31/03/2016,3,.018988132
31/03/2016,4,.018968737
31/03/2016,5,.018940471
31/03/2016,6,.018941794
31/03/2016,7,.018987304
31/03/2016,8,.021044906
31/03/2016,9,.017107869
31/03/2016,10,.021339964
30/06/2016,1,.040389843
30/06/2016,2,.040394746
30/06/2016,3,.040365029
30/06/2016,4,.040409625
30/06/2016,5,.040345442
30/06/2016,6,.040340289
30/06/2016,7,.040363815
30/06/2016,8,.042306837
30/06/2016,9,.040363368
30/06/2016,10,.041720502
30/09/2016,1,.061233174
30/09/2016,2,.061220758
30/09/2016,3,.061201062
30/09/2016,4,.061214842
30/09/2016,5,.061224725
30/09/2016,6,.061222564
30/09/2016,7,.061204895
30/09/2016,8,.060010962
30/09/2016,9,.061075311
30/09/2016,10,.061003901
31/12/2016,1,.04640964
31/12/2016,2,.046419881
31/12/2016,3,.046409685
31/12/2016,4,.046432588
31/12/2016,5,.046407077
31/12/2016,6,.046457514
31/12/2016,7,.046474069
31/12/2016,8,.045886222
31/12/2016,9,.046735559
31/12/2016,10,.047217697
31/03/2017,1,.07772281
31/03/2017,2,.077718176
31/03/2017,3,.077699631
31/03/2017,4,.077715188
31/03/2017,5,.077729858
31/03/2017,6,.077702679
31/03/2017,7,.077703685
31/03/2017,8,.078097492
31/03/2017,9,.07806062
31/03/2017,10,.078232467
30/06/2017,1,.043397628
30/06/2017,2,.043392774
30/06/2017,3,.043392051
30/06/2017,4,.043392513
30/06/2017,5,.043386206
30/06/2017,6,.043389682
30/06/2017,7,.043418851
30/06/2017,8,.044085849
30/06/2017,9,.044649076
30/06/2017,10,.043726809
30/09/2017,1,.062704951
30/09/2017,2,.062690988
30/09/2017,3,.062705405
30/09/2017,4,.062712036
30/09/2017,5,.062739693
30/09/2017,6,.062655792
30/09/2017,7,.062733747
30/09/2017,8,.063689739
30/09/2017,9,.062139776
30/09/2017,10,.063322328
31/12/2017,1,.071339078
31/12/2017,2,.071328856
31/12/2017,3,.071283698
31/12/2017,4,.071336806
31/12/2017,5,.071348391
31/12/2017,6,.071360439
31/12/2017,7,.071372323
31/12/2017,8,.072024249
31/12/2017,9,.072501592
31/12/2017,10,.071464159
31/03/2018,1,.005116377
31/03/2018,2,.0050865631
31/03/2018,3,.005084848
31/03/2018,4,.0051105055
31/03/2018,5,.0051160059
31/03/2018,6,.0051312041
31/03/2018,7,.005172234
31/03/2018,8,.0050425734
31/03/2018,9,.0054488308
31/03/2018,10,.0073466953
30/06/2018,1,.038803916
30/06/2018,2,.038725391
30/06/2018,3,.038739674
30/06/2018,4,.038763016
30/06/2018,5,.038803533
30/06/2018,6,.038736589
30/06/2018,7,.038872782
30/06/2018,8,.040280022
30/06/2018,9,.039044663
30/06/2018,10,.041461024
30/09/2018,1,.070011951
30/09/2018,2,.070046753
30/09/2018,3,.0700178
30/09/2018,4,.070032656
30/09/2018,5,.070026852
30/09/2018,6,.070054822
30/09/2018,7,.070074402
30/09/2018,8,.069303669
30/09/2018,9,.069720425
30/09/2018,10,.074258029
31/12/2018,1,-.12276545
31/12/2018,2,-.12277557
31/12/2018,3,-.12279426
31/12/2018,4,-.1228103
31/12/2018,5,-.12281328
31/12/2018,6,-.12279128
31/12/2018,7,-.12280676
31/12/2018,8,-.12299642
31/12/2018,9,-.12252623
31/12/2018,10,-.12345597
31/03/2019,1,.15275767
31/03/2019,2,.15276508
31/03/2019,3,.15276988
31/03/2019,4,.15275636
31/03/2019,5,.152401
31/03/2019,6,.15284161
31/03/2019,7,.15283765
31/03/2019,8,.15266307
31/03/2019,9,.15644416
31/03/2019,10,.15319866
30/06/2019,1,.046563666
30/06/2019,2,.046543106
30/06/2019,3,.046547797
30/06/2019,4,.046574436
30/06/2019,5,.046587333
30/06/2019,6,.046496797
30/06/2019,7,.046624355
30/06/2019,8,.046694268
30/06/2019,9,.04811199
30/06/2019,10,.047118768
30/09/2019,1,.01301511
30/09/2019,2,.013051574
30/09/2019,3,.013012874
30/09/2019,4,.01301737
30/09/2019,5,.013026362
30/09/2019,6,.013231646
30/09/2019,7,.013134883
30/09/2019,8,.013317639
30/09/2019,9,.0046513388
30/09/2019,10,.013201784
31/12/2019,1,.10494306
31/12/2019,2,.10496566
31/12/2019,3,.10505781
31/12/2019,4,.10494793
31/12/2019,5,.10497896
31/12/2019,6,.10474104
31/12/2019,7,.10482099
31/12/2019,8,.10501292
31/12/2019,9,.1112871
31/12/2019,10,.10522487
31/03/2020,1,-.17566989
31/03/2020,2,-.1756994
31/03/2020,3,-.175671
31/03/2020,4,-.17567456
31/03/2020,5,-.17572238
31/03/2020,6,-.17573617
31/03/2020,7,-.17574407
31/03/2020,8,-.17457716
31/03/2020,9,-.17405181
31/03/2020,10,-.170746
30/06/2020,1,.27724549
30/06/2020,2,.27707243
30/06/2020,3,.27710199
30/06/2020,4,.27726758
30/06/2020,5,.27721637
30/06/2020,6,.27722016
30/06/2020,7,.2764551
30/06/2020,8,.27392003
30/06/2020,9,.27695975
30/06/2020,10,.28158554
30/09/2020,1,.11261546
30/09/2020,2,.11245137
30/09/2020,3,.11251685
30/09/2020,4,.11258948
30/09/2020,5,.11257174
30/09/2020,6,.11257418
30/09/2020,7,.11217174
30/09/2020,8,.11126586
30/09/2020,9,.1134614
30/09/2020,10,.12055149
31/12/2020,1,.18758993
31/12/2020,2,.18725497
31/12/2020,3,.18739165
31/12/2020,4,.18739937
31/12/2020,5,.18752292
31/12/2020,6,.1874743
31/12/2020,7,.18727653
31/12/2020,8,.18410741
31/12/2020,9,.18587197
31/12/2020,10,.1876055
