date,mgrsizeq,ind,weights
31/03/2000,3,Electrical Equipment,.011671478
31/03/2000,3,Automobiles and Trucks,.017716041
31/03/2000,3,"Aircraft, ships, and railroad equipment",.0046369578
31/03/2000,3,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0019149606
31/03/2000,3,Coal,.00023460276
31/03/2000,3,Petroleum and Natural Gas,.044716213
31/03/2000,3,Utilities,.015377699
31/03/2000,3,Communication,.058717571
31/03/2000,3,Personal and Business Services,.11973166
31/03/2000,3,Business Equipment,.23121326
31/03/2000,3,Business Supplies and Shipping Containers,.0089925807
31/03/2000,3,Transportation,.011480239
31/03/2000,3,Wholesale,.026588699
31/03/2000,3,Retail,.06631732
31/03/2000,3,"Restaurants, Hotels, Motels",.0098328805
31/03/2000,3,"Banking, Insurance, Real Estate, Trading",.14399506
31/03/2000,3,Everything Else,.0063917707
31/03/2000,4,Food Products,.030737488
31/03/2000,4,Beer & Liquor,.0040382803
31/03/2000,4,Tobacco Products,.0016453568
31/03/2000,4,Recreation,.016774321
31/03/2000,4,Printing and Publishing,.0036060701
31/03/2000,4,Consumer Goods,.017272383
31/03/2000,4,Apparel,.00351697
31/03/2000,4,"Healthcare, Medical Equipment, Pharmaceutical Products",.083460413
31/03/2000,4,Chemicals,.016029363
31/03/2000,4,Textiles,.00034154175
31/03/2000,4,Construction and Construction Materials,.014409511
31/03/2000,4,Steel Works Etc,.0081896186
31/03/2000,4,Fabricated Products and Machinery,.059502695
31/03/2000,4,Electrical Equipment,.011329782
31/03/2000,4,Automobiles and Trucks,.018306494
31/03/2000,4,"Aircraft, ships, and railroad equipment",.0042673363
31/03/2000,4,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0030418909
31/03/2000,4,Coal,.000034069413
31/03/2000,4,Petroleum and Natural Gas,.039456353
31/03/2000,4,Utilities,.014476143
31/03/2000,4,Communication,.055605613
31/03/2000,4,Personal and Business Services,.12697579
31/03/2000,4,Business Equipment,.21644022
31/03/2000,4,Business Supplies and Shipping Containers,.006474941
31/03/2000,4,Transportation,.012938614
31/03/2000,4,Wholesale,.026180902
31/03/2000,4,Retail,.064710282
31/03/2000,4,"Restaurants, Hotels, Motels",.011044975
31/03/2000,4,"Banking, Insurance, Real Estate, Trading",.12073012
31/03/2000,4,Everything Else,.0084624998
31/03/2000,5,Food Products,.047521029
31/03/2000,5,Beer & Liquor,.0059586908
31/03/2000,5,Tobacco Products,.00065886974
31/03/2000,5,Recreation,.018557539
31/03/2000,5,Printing and Publishing,.0034714318
31/03/2000,5,Consumer Goods,.015816746
31/03/2000,5,Apparel,.0024581614
31/03/2000,5,"Healthcare, Medical Equipment, Pharmaceutical Products",.069945946
31/03/2000,5,Chemicals,.02228044
31/03/2000,5,Textiles,.00028999991
31/03/2000,5,Construction and Construction Materials,.016085917
31/03/2000,5,Steel Works Etc,.0098474901
31/03/2000,5,Fabricated Products and Machinery,.06610509
31/03/2000,5,Electrical Equipment,.01174264
31/03/2000,5,Automobiles and Trucks,.015045365
31/03/2000,5,"Aircraft, ships, and railroad equipment",.0073628435
31/03/2000,5,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0026143433
31/03/2000,5,Coal,.00055860012
31/03/2000,5,Petroleum and Natural Gas,.049769506
31/03/2000,5,Utilities,.018431624
31/03/2000,5,Communication,.051842943
31/03/2000,5,Personal and Business Services,.090699203
31/03/2000,5,Business Equipment,.19479942
31/03/2000,5,Business Supplies and Shipping Containers,.009191677
31/03/2000,5,Transportation,.012438099
31/03/2000,5,Wholesale,.031464357
31/03/2000,5,Retail,.057409592
31/03/2000,5,"Restaurants, Hotels, Motels",.0099894311
31/03/2000,5,"Banking, Insurance, Real Estate, Trading",.14722052
31/03/2000,5,Everything Else,.010422437
31/03/2000,6,Food Products,.017770518
31/03/2000,6,Beer & Liquor,.0036506772
31/03/2000,6,Tobacco Products,.00081392628
31/03/2000,6,Recreation,.019277615
31/03/2000,6,Printing and Publishing,.0034819958
31/03/2000,6,Consumer Goods,.014668413
31/03/2000,6,Apparel,.0011922381
31/03/2000,6,"Healthcare, Medical Equipment, Pharmaceutical Products",.063454263
31/03/2000,6,Chemicals,.0089376094
31/03/2000,6,Textiles,.00018090449
31/03/2000,6,Construction and Construction Materials,.0064055873
31/03/2000,6,Steel Works Etc,.012010274
31/03/2000,6,Fabricated Products and Machinery,.056767177
31/03/2000,6,Electrical Equipment,.013190683
31/03/2000,6,Automobiles and Trucks,.011081174
31/03/2000,6,"Aircraft, ships, and railroad equipment",.0027109219
31/03/2000,6,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0022714387
31/03/2000,6,Coal,.000083553445
31/03/2000,6,Petroleum and Natural Gas,.038561366
31/03/2000,6,Utilities,.014847958
31/03/2000,6,Communication,.086323671
31/03/2000,6,Personal and Business Services,.13633415
31/03/2000,6,Business Equipment,.251353
31/03/2000,6,Business Supplies and Shipping Containers,.007756704
31/03/2000,6,Transportation,.007869863
31/03/2000,6,Wholesale,.021386022
31/03/2000,6,Retail,.072971307
31/03/2000,6,"Restaurants, Hotels, Motels",.0058265906
31/03/2000,6,"Banking, Insurance, Real Estate, Trading",.11419785
31/03/2000,6,Everything Else,.0046225139
31/03/2000,7,Food Products,.019794289
31/03/2000,7,Beer & Liquor,.0023812067
31/03/2000,7,Tobacco Products,.00029985185
31/03/2000,7,Recreation,.017341239
31/03/2000,7,Printing and Publishing,.0036112505
31/03/2000,7,Consumer Goods,.015666474
31/03/2000,7,Apparel,.0012675286
31/03/2000,7,"Healthcare, Medical Equipment, Pharmaceutical Products",.065685384
31/03/2000,7,Chemicals,.016334938
31/03/2000,7,Textiles,.00015052481
31/03/2000,7,Construction and Construction Materials,.010753468
31/03/2000,7,Steel Works Etc,.011884523
31/03/2000,7,Fabricated Products and Machinery,.061237689
31/03/2000,7,Electrical Equipment,.011725765
31/03/2000,7,Automobiles and Trucks,.015025618
31/03/2000,7,"Aircraft, ships, and railroad equipment",.0034127773
31/03/2000,7,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.001488602
31/03/2000,7,Coal,.00043868367
31/03/2000,7,Petroleum and Natural Gas,.05053601
31/03/2000,7,Utilities,.018778754
31/03/2000,7,Communication,.073208503
31/03/2000,7,Personal and Business Services,.13723908
31/03/2000,7,Business Equipment,.22609112
31/03/2000,7,Business Supplies and Shipping Containers,.006858618
31/03/2000,7,Transportation,.0091059301
31/03/2000,7,Wholesale,.02464593
31/03/2000,7,Retail,.066023134
31/03/2000,7,"Restaurants, Hotels, Motels",.0068196538
31/03/2000,7,"Banking, Insurance, Real Estate, Trading",.11767478
31/03/2000,7,Everything Else,.0045187008
31/03/2000,8,Food Products,.020377638
31/03/2000,8,Beer & Liquor,.0025403202
31/03/2000,8,Tobacco Products,.00037298212
31/03/2000,8,Recreation,.036315262
31/03/2000,8,Printing and Publishing,.0037741477
31/03/2000,8,Consumer Goods,.014063574
31/03/2000,8,Apparel,.0012829722
31/03/2000,8,"Healthcare, Medical Equipment, Pharmaceutical Products",.063739143
31/03/2000,8,Chemicals,.013759174
31/03/2000,8,Textiles,.00017032717
31/03/2000,8,Construction and Construction Materials,.0083123241
31/03/2000,8,Steel Works Etc,.00645793
31/03/2000,8,Fabricated Products and Machinery,.058509208
31/03/2000,8,Electrical Equipment,.0085453698
31/03/2000,8,Automobiles and Trucks,.010851747
31/03/2000,8,"Aircraft, ships, and railroad equipment",.0040885857
31/03/2000,8,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.00096951611
31/03/2000,8,Coal,.000058921902
31/03/2000,8,Petroleum and Natural Gas,.03389518
31/03/2000,8,Utilities,.012636741
31/03/2000,8,Communication,.10001124
31/03/2000,8,Personal and Business Services,.13057317
31/03/2000,8,Business Equipment,.24990487
31/03/2000,8,Business Supplies and Shipping Containers,.0064277127
31/03/2000,8,Transportation,.006333889
31/03/2000,8,Wholesale,.030136773
31/03/2000,8,Retail,.059285324
31/03/2000,8,"Restaurants, Hotels, Motels",.0081885876
31/03/2000,8,"Banking, Insurance, Real Estate, Trading",.10524483
31/03/2000,8,Everything Else,.0031725429
31/03/2000,9,Food Products,.018632416
31/03/2000,9,Beer & Liquor,.0016984568
31/03/2000,9,Tobacco Products,.00045496898
31/03/2000,9,Recreation,.025059454
31/03/2000,9,Printing and Publishing,.0035489795
31/03/2000,9,Consumer Goods,.011977469
31/03/2000,9,Apparel,.0027121119
31/03/2000,9,"Healthcare, Medical Equipment, Pharmaceutical Products",.064526334
31/03/2000,9,Chemicals,.013007436
31/03/2000,9,Textiles,.000097381591
31/03/2000,9,Construction and Construction Materials,.0094448924
31/03/2000,9,Steel Works Etc,.0088114794
31/03/2000,9,Fabricated Products and Machinery,.043588977
31/03/2000,9,Electrical Equipment,.0091337487
31/03/2000,9,Automobiles and Trucks,.024541
31/03/2000,9,"Aircraft, ships, and railroad equipment",.0066055013
31/03/2000,9,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0014508402
31/03/2000,9,Coal,.0005643706
31/03/2000,9,Petroleum and Natural Gas,.039091691
31/03/2000,9,Utilities,.018985705
31/03/2000,9,Communication,.11374856
31/03/2000,9,Personal and Business Services,.1056197
31/03/2000,9,Business Equipment,.21608761
31/03/2000,9,Business Supplies and Shipping Containers,.0093214717
31/03/2000,9,Transportation,.013470749
31/03/2000,9,Wholesale,.02030235
31/03/2000,9,Retail,.066533946
31/03/2000,9,"Restaurants, Hotels, Motels",.0054379273
31/03/2000,9,"Banking, Insurance, Real Estate, Trading",.13806629
31/03/2000,9,Everything Else,.0074781566
31/03/2000,10,Food Products,.017459486
31/03/2000,10,Beer & Liquor,.0028531684
31/03/2000,10,Tobacco Products,.00061361754
31/03/2000,10,Recreation,.023251446
31/03/2000,10,Printing and Publishing,.0033548581
31/03/2000,10,Consumer Goods,.013327016
31/03/2000,10,Apparel,.0015305609
31/03/2000,10,"Healthcare, Medical Equipment, Pharmaceutical Products",.075219266
31/03/2000,10,Chemicals,.011636741
31/03/2000,10,Textiles,.00018061259
31/03/2000,10,Construction and Construction Materials,.0076150596
31/03/2000,10,Steel Works Etc,.0087515358
31/03/2000,10,Fabricated Products and Machinery,.059877641
31/03/2000,10,Electrical Equipment,.010391388
31/03/2000,10,Automobiles and Trucks,.011046336
31/03/2000,10,"Aircraft, ships, and railroad equipment",.0074779321
31/03/2000,10,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0021972687
31/03/2000,10,Coal,2.5103473e-08
31/03/2000,10,Petroleum and Natural Gas,.048196219
31/03/2000,10,Utilities,.01574501
31/03/2000,10,Communication,.076113783
31/03/2000,10,Personal and Business Services,.12604479
31/03/2000,10,Business Equipment,.24323198
31/03/2000,10,Business Supplies and Shipping Containers,.0046506994
31/03/2000,10,Transportation,.0084009357
31/03/2000,10,Wholesale,.021936856
31/03/2000,10,Retail,.069966175
31/03/2000,10,"Restaurants, Hotels, Motels",.011636172
31/03/2000,10,"Banking, Insurance, Real Estate, Trading",.11379771
31/03/2000,10,Everything Else,.0034957004
30/06/2000,1,Food Products,.021735055
30/06/2000,1,Beer & Liquor,.0033692624
30/06/2000,1,Tobacco Products,.00068703201
30/06/2000,1,Recreation,.0172859
30/06/2000,1,Printing and Publishing,.0064538722
30/06/2000,1,Consumer Goods,.01598873
30/06/2000,1,Apparel,.0031140002
30/06/2000,1,"Healthcare, Medical Equipment, Pharmaceutical Products",.098884411
30/06/2000,1,Chemicals,.015459838
30/06/2000,1,Textiles,.0005293914
30/06/2000,1,Construction and Construction Materials,.011983808
30/06/2000,1,Steel Works Etc,.010655219
30/06/2000,1,Fabricated Products and Machinery,.053639945
30/06/2000,1,Electrical Equipment,.013025226
30/06/2000,1,Automobiles and Trucks,.013760194
30/06/2000,1,"Aircraft, ships, and railroad equipment",.0055916682
30/06/2000,1,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0018995462
30/06/2000,1,Coal,.00018385418
30/06/2000,1,Petroleum and Natural Gas,.051298466
30/06/2000,1,Utilities,.022026047
30/06/2000,1,Communication,.058971584
30/06/2000,1,Personal and Business Services,.11172287
30/06/2000,1,Business Equipment,.17128442
30/06/2000,1,Business Supplies and Shipping Containers,.01093971
30/06/2000,1,Transportation,.011506886
30/06/2000,1,Wholesale,.035799526
30/06/2000,1,Retail,.050407764
30/06/2000,1,"Restaurants, Hotels, Motels",.0086939055
30/06/2000,1,"Banking, Insurance, Real Estate, Trading",.16563442
30/06/2000,1,Everything Else,.007467445
30/06/2000,2,Food Products,.021486841
30/06/2000,2,Beer & Liquor,.0045203553
30/06/2000,2,Tobacco Products,.0015815843
30/06/2000,2,Recreation,.014859709
30/06/2000,2,Printing and Publishing,.0057806615
30/06/2000,2,Consumer Goods,.014631494
30/06/2000,2,Apparel,.0032951531
30/06/2000,2,"Healthcare, Medical Equipment, Pharmaceutical Products",.092182338
30/06/2000,2,Chemicals,.013018643
30/06/2000,2,Textiles,.00026692732
30/06/2000,2,Construction and Construction Materials,.010458045
30/06/2000,2,Steel Works Etc,.011132092
30/06/2000,2,Fabricated Products and Machinery,.052074298
30/06/2000,2,Electrical Equipment,.01052183
30/06/2000,2,Automobiles and Trucks,.015559899
30/06/2000,2,"Aircraft, ships, and railroad equipment",.0050966791
30/06/2000,2,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0030480023
30/06/2000,2,Coal,.000099189936
30/06/2000,2,Petroleum and Natural Gas,.044534732
30/06/2000,2,Utilities,.023064928
30/06/2000,2,Communication,.05743017
30/06/2000,2,Personal and Business Services,.11151465
30/06/2000,2,Business Equipment,.18220367
30/06/2000,2,Business Supplies and Shipping Containers,.0091964174
30/06/2000,2,Transportation,.010032048
30/06/2000,2,Wholesale,.036026843
30/06/2000,2,Retail,.051000938
30/06/2000,2,"Restaurants, Hotels, Motels",.0085258121
30/06/2000,2,"Banking, Insurance, Real Estate, Trading",.17824993
30/06/2000,2,Everything Else,.0086061526
30/06/2000,3,Food Products,.020728001
30/06/2000,3,Beer & Liquor,.0040532323
30/06/2000,3,Tobacco Products,.0011686664
30/06/2000,3,Recreation,.017741865
30/06/2000,3,Printing and Publishing,.0050243032
30/06/2000,3,Consumer Goods,.014180468
30/06/2000,3,Apparel,.0017108403
30/06/2000,3,"Healthcare, Medical Equipment, Pharmaceutical Products",.094440281
30/06/2000,3,Chemicals,.019880533
30/06/2000,3,Textiles,.000089581532
30/06/2000,3,Construction and Construction Materials,.0080448892
30/06/2000,3,Steel Works Etc,.011827526
30/06/2000,3,Fabricated Products and Machinery,.049327035
30/06/2000,3,Electrical Equipment,.012189965
30/06/2000,3,Automobiles and Trucks,.02491123
30/06/2000,3,"Aircraft, ships, and railroad equipment",.0063339374
30/06/2000,3,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0020742221
30/06/2000,3,Coal,.00020949553
30/06/2000,3,Petroleum and Natural Gas,.050925892
30/06/2000,3,Utilities,.021934018
30/06/2000,3,Communication,.056817826
30/06/2000,3,Personal and Business Services,.10038082
30/06/2000,3,Business Equipment,.18998334
30/06/2000,3,Business Supplies and Shipping Containers,.0074950447
30/06/2000,3,Transportation,.010153648
30/06/2000,3,Wholesale,.029149055
30/06/2000,3,Retail,.055452265
30/06/2000,3,"Restaurants, Hotels, Motels",.010632318
30/06/2000,3,"Banking, Insurance, Real Estate, Trading",.16556354
30/06/2000,3,Everything Else,.0075761811
30/06/2000,4,Food Products,.030978719
30/06/2000,4,Beer & Liquor,.0048433668
30/06/2000,4,Tobacco Products,.0025037227
30/06/2000,4,Recreation,.013814378
30/06/2000,4,Printing and Publishing,.0032323436
30/06/2000,4,Consumer Goods,.015130913
30/06/2000,4,Apparel,.0037098292
30/06/2000,4,"Healthcare, Medical Equipment, Pharmaceutical Products",.11654966
30/06/2000,4,Chemicals,.023052424
30/06/2000,4,Textiles,.00026099317
30/06/2000,4,Construction and Construction Materials,.01163535
30/06/2000,4,Steel Works Etc,.01008093
30/06/2000,4,Fabricated Products and Machinery,.056863274
30/06/2000,4,Electrical Equipment,.011236072
30/06/2000,4,Automobiles and Trucks,.015863381
30/06/2000,4,"Aircraft, ships, and railroad equipment",.0057979603
30/06/2000,4,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0026003357
30/06/2000,4,Coal,.000042438736
30/06/2000,4,Petroleum and Natural Gas,.04500892
30/06/2000,4,Utilities,.024269033
30/06/2000,4,Communication,.050932012
30/06/2000,4,Personal and Business Services,.10745659
30/06/2000,4,Business Equipment,.18159884
30/06/2000,4,Business Supplies and Shipping Containers,.0053536016
30/06/2000,4,Transportation,.013285234
30/06/2000,4,Wholesale,.028804705
30/06/2000,4,Retail,.053923689
30/06/2000,4,"Restaurants, Hotels, Motels",.010365869
30/06/2000,4,"Banking, Insurance, Real Estate, Trading",.1417332
30/06/2000,4,Everything Else,.0090722078
30/06/2000,5,Food Products,.052150276
30/06/2000,5,Beer & Liquor,.0061637629
30/06/2000,5,Tobacco Products,.00082869455
30/06/2000,5,Recreation,.017185144
30/06/2000,5,Printing and Publishing,.0032705409
30/06/2000,5,Consumer Goods,.015297649
30/06/2000,5,Apparel,.0024630143
30/06/2000,5,"Healthcare, Medical Equipment, Pharmaceutical Products",.096843004
30/06/2000,5,Chemicals,.022172075
30/06/2000,5,Textiles,.00021826374
30/06/2000,5,Construction and Construction Materials,.012942079
30/06/2000,5,Steel Works Etc,.011862633
30/06/2000,5,Fabricated Products and Machinery,.063840061
30/06/2000,5,Electrical Equipment,.010429308
30/06/2000,5,Automobiles and Trucks,.015311028
30/06/2000,5,"Aircraft, ships, and railroad equipment",.0083503062
30/06/2000,5,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0021381634
30/06/2000,5,Coal,.00048967241
30/06/2000,5,Petroleum and Natural Gas,.052353006
30/06/2000,5,Utilities,.026406443
30/06/2000,5,Communication,.053608395
30/06/2000,5,Personal and Business Services,.074328624
30/06/2000,5,Business Equipment,.1559802
30/06/2000,5,Business Supplies and Shipping Containers,.007411472
30/06/2000,5,Transportation,.012099487
30/06/2000,5,Wholesale,.034810897
30/06/2000,5,Retail,.048741538
30/06/2000,5,"Restaurants, Hotels, Motels",.0086659687
30/06/2000,5,"Banking, Insurance, Real Estate, Trading",.17131092
30/06/2000,5,Everything Else,.012327388
30/06/2000,6,Food Products,.020255417
30/06/2000,6,Beer & Liquor,.0047514504
30/06/2000,6,Tobacco Products,.0012562859
30/06/2000,6,Recreation,.019940343
30/06/2000,6,Printing and Publishing,.0030690376
30/06/2000,6,Consumer Goods,.013309106
30/06/2000,6,Apparel,.0013887094
30/06/2000,6,"Healthcare, Medical Equipment, Pharmaceutical Products",.097724959
30/06/2000,6,Chemicals,.012241116
30/06/2000,6,Textiles,.00018284946
30/06/2000,6,Construction and Construction Materials,.0061316108
30/06/2000,6,Steel Works Etc,.015121509
30/06/2000,6,Fabricated Products and Machinery,.0524907
30/06/2000,6,Electrical Equipment,.012347586
30/06/2000,6,Automobiles and Trucks,.012337648
30/06/2000,6,"Aircraft, ships, and railroad equipment",.0040296461
30/06/2000,6,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0018793845
30/06/2000,6,Coal,.00020463481
30/06/2000,6,Petroleum and Natural Gas,.04240847
30/06/2000,6,Utilities,.023494517
30/06/2000,6,Communication,.07031212
30/06/2000,6,Personal and Business Services,.11571068
30/06/2000,6,Business Equipment,.21258925
30/06/2000,6,Business Supplies and Shipping Containers,.0066141468
30/06/2000,6,Transportation,.0078252619
30/06/2000,6,Wholesale,.025821349
30/06/2000,6,Retail,.063479394
30/06/2000,6,"Restaurants, Hotels, Motels",.006080816
30/06/2000,6,"Banking, Insurance, Real Estate, Trading",.14124472
30/06/2000,6,Everything Else,.0057572634
30/06/2000,7,Food Products,.023535578
30/06/2000,7,Beer & Liquor,.0034134611
30/06/2000,7,Tobacco Products,.00041174795
30/06/2000,7,Recreation,.015155171
30/06/2000,7,Printing and Publishing,.0035802575
30/06/2000,7,Consumer Goods,.015643254
30/06/2000,7,Apparel,.00120114
30/06/2000,7,"Healthcare, Medical Equipment, Pharmaceutical Products",.098213077
30/06/2000,7,Chemicals,.02586758
30/06/2000,7,Textiles,.00012608148
30/06/2000,7,Construction and Construction Materials,.0089036999
30/06/2000,7,Steel Works Etc,.015479096
30/06/2000,7,Fabricated Products and Machinery,.05897031
30/06/2000,7,Electrical Equipment,.010102234
30/06/2000,7,Automobiles and Trucks,.015511245
30/06/2000,7,"Aircraft, ships, and railroad equipment",.0053709992
30/06/2000,7,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.0013231781
30/06/2000,7,Coal,.00036793455
30/06/2000,7,Petroleum and Natural Gas,.056475949
30/06/2000,7,Utilities,.028231222
30/06/2000,7,Communication,.06439431
30/06/2000,7,Personal and Business Services,.11620132
30/06/2000,7,Business Equipment,.1869528
30/06/2000,7,Business Supplies and Shipping Containers,.0063528004
30/06/2000,7,Transportation,.0089019742
30/06/2000,7,Wholesale,.029050162
30/06/2000,7,Retail,.052895464
30/06/2000,7,"Restaurants, Hotels, Motels",.0065132328
30/06/2000,7,"Banking, Insurance, Real Estate, Trading",.13617393
30/06/2000,7,Everything Else,.0046807746
30/06/2000,8,Food Products,.023408314
30/06/2000,8,Beer & Liquor,.0033838842
30/06/2000,8,Tobacco Products,.00065414497
30/06/2000,8,Recreation,.031850681
30/06/2000,8,Printing and Publishing,.0037884661
30/06/2000,8,Consumer Goods,.013537771
30/06/2000,8,Apparel,.0013500253
30/06/2000,8,"Healthcare, Medical Equipment, Pharmaceutical Products",.091594458
30/06/2000,8,Chemicals,.017614931
30/06/2000,8,Textiles,.00015596954
30/06/2000,8,Construction and Construction Materials,.0068396232
30/06/2000,8,Steel Works Etc,.0088919075
30/06/2000,8,Fabricated Products and Machinery,.058497641
30/06/2000,8,Electrical Equipment,.0078870803
30/06/2000,8,Automobiles and Trucks,.01274103
30/06/2000,8,"Aircraft, ships, and railroad equipment",.0053327573
30/06/2000,8,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.00092178147
30/06/2000,8,Coal,.000064265099
30/06/2000,8,Petroleum and Natural Gas,.039280526
30/06/2000,8,Utilities,.019083776
30/06/2000,8,Communication,.088020541
30/06/2000,8,Personal and Business Services,.11777446
30/06/2000,8,Business Equipment,.20648077
30/06/2000,8,Business Supplies and Shipping Containers,.0057435953
30/06/2000,8,Transportation,.0073636267
30/06/2000,8,Wholesale,.03488588
30/06/2000,8,Retail,.051337831
30/06/2000,8,"Restaurants, Hotels, Motels",.0072908001
30/06/2000,8,"Banking, Insurance, Real Estate, Trading",.13018018
30/06/2000,8,Everything Else,.0040432625
30/06/2000,9,Food Products,.021168841
30/06/2000,9,Beer & Liquor,.0021219014
30/06/2000,9,Tobacco Products,.00066738203
30/06/2000,9,Recreation,.023174083
30/06/2000,9,Printing and Publishing,.0033502253
30/06/2000,9,Consumer Goods,.011610279
30/06/2000,9,Apparel,.0027903684
30/06/2000,9,"Healthcare, Medical Equipment, Pharmaceutical Products",.098743111
30/06/2000,9,Chemicals,.024782514
30/06/2000,9,Textiles,.000077348101
30/06/2000,9,Construction and Construction Materials,.0077986852
30/06/2000,9,Steel Works Etc,.011198138
30/06/2000,9,Fabricated Products and Machinery,.042036679
30/06/2000,9,Electrical Equipment,.0076500126
30/06/2000,9,Automobiles and Trucks,.02332429
30/06/2000,9,"Aircraft, ships, and railroad equipment",.0095028514
30/06/2000,9,"Precious Metals, Non-Metallic, and Industrial Metal Mining",.001230498
30/06/2000,9,Coal,.00070192752
30/06/2000,9,Petroleum and Natural Gas,.041031465
30/06/2000,9,Utilities,.027701171
30/06/2000,9,Communication,.076226994
30/06/2000,9,Personal and Business Services,.092447832
30/06/2000,9,Business Equipment,.18309985
30/06/2000,9,Business Supplies and Shipping Containers,.0083281631
30/06/2000,9,Transportation,.014285252
30/06/2000,9,Wholesale,.021650348
30/06/2000,9,Retail,.055056904
30/06/2000,9,"Restaurants, Hotels, Motels",.0052943812
30/06/2000,9,"Banking, Insurance, Real Estate, Trading",.1741161
30/06/2000,9,Everything Else,.0088323643
30/06/2000,10,Food Products,.022193912
30/06/2000,10,Beer & Liquor,.0036174641
30/06/2000,10,Tobacco Products,.00065854512
30/06/2000,10,Recreation,.01894927
