fdate,mgrsizeq,doubleq,weights
31mar2000,10,3,.000059111106
31mar2000,10,4,.000092263122
31mar2000,10,5,.00024326849
31mar2000,10,6,.00059380621
31mar2000,10,7,.00022501855
31mar2000,10,8,.00032098804
31mar2000,10,9,.00051972357
31mar2000,10,10,.0011156511
31mar2000,10,11,.0021989229
31mar2000,10,12,.0012991743
31mar2000,10,13,.0034244459
31mar2000,10,14,.0021191216
31mar2000,10,15,.0029149069
31mar2000,10,16,.0071325009
31mar2000,10,17,.011841927
31mar2000,10,18,.010311975
31mar2000,10,19,.0064045805
31mar2000,10,20,.0016960776
31mar2000,10,21,.67813915
31mar2000,10,22,.18536608
31mar2000,10,23,.059869982
31mar2000,10,24,.019444399
31mar2000,10,25,.0046244389
30jun2000,1,1,.00028292977
30jun2000,1,2,.00019652763
30jun2000,1,3,.00011609039
30jun2000,1,4,.00051441113
30jun2000,1,5,.0010405835
30jun2000,1,6,.0012604528
30jun2000,1,7,.0010471408
30jun2000,1,8,.0014692665
30jun2000,1,9,.0030109433
30jun2000,1,10,.0031372108
30jun2000,1,11,.0040558861
30jun2000,1,12,.0073958538
30jun2000,1,13,.0092636067
30jun2000,1,14,.0073476098
30jun2000,1,15,.0054492895
30jun2000,1,16,.029257519
30jun2000,1,17,.036198501
30jun2000,1,18,.024425352
30jun2000,1,19,.015766844
30jun2000,1,20,.0053223264
30jun2000,1,21,.54296398
30jun2000,1,22,.19062777
30jun2000,1,23,.074247308
30jun2000,1,24,.030678377
30jun2000,1,25,.0049241981
30jun2000,2,1,.000038259084
30jun2000,2,2,.000072968774
30jun2000,2,3,.000078562145
30jun2000,2,4,.00022493099
30jun2000,2,5,.00045927026
30jun2000,2,6,.00027485308
30jun2000,2,7,.00043659436
30jun2000,2,8,.00075652992
30jun2000,2,9,.00092613976
30jun2000,2,10,.0016723549
30jun2000,2,11,.0024297037
30jun2000,2,12,.0051274709
30jun2000,2,13,.005237997
30jun2000,2,14,.0048766597
30jun2000,2,15,.0038567013
30jun2000,2,16,.023147942
30jun2000,2,17,.03200119
30jun2000,2,18,.019637898
30jun2000,2,19,.012610836
30jun2000,2,20,.0055224299
30jun2000,2,21,.56391007
30jun2000,2,22,.18908674
30jun2000,2,23,.080813289
30jun2000,2,24,.039308187
30jun2000,2,25,.0074923676
30jun2000,3,1,5.6914819e-06
30jun2000,3,2,.000023911831
30jun2000,3,3,.000030916737
30jun2000,3,4,.00014009605
30jun2000,3,5,.00019879728
30jun2000,3,6,.00028606236
30jun2000,3,7,.00026369496
30jun2000,3,8,.00031163081
30jun2000,3,9,.00071302854
30jun2000,3,10,.0010443424
30jun2000,3,11,.0020405063
30jun2000,3,12,.0028452037
30jun2000,3,13,.0037659961
30jun2000,3,14,.0028453225
30jun2000,3,15,.0022252749
30jun2000,3,16,.015071383
30jun2000,3,17,.018865582
30jun2000,3,18,.011517553
30jun2000,3,19,.0067588482
30jun2000,3,20,.0030065698
30jun2000,3,21,.61211008
30jun2000,3,22,.19832925
30jun2000,3,23,.070059992
30jun2000,3,24,.031436548
30jun2000,3,25,.016103784
30jun2000,4,1,.000050037484
30jun2000,4,2,.000072549017
30jun2000,4,3,.000062756
30jun2000,4,4,.0002780483
30jun2000,4,5,.00070063211
30jun2000,4,6,.00036039489
30jun2000,4,7,.00044280471
30jun2000,4,8,.00058304652
30jun2000,4,9,.0015520604
30jun2000,4,10,.00197985
30jun2000,4,11,.0015731859
30jun2000,4,12,.0034542023
30jun2000,4,13,.0049605533
30jun2000,4,14,.0036847638
30jun2000,4,15,.0028256993
30jun2000,4,16,.01275272
30jun2000,4,17,.021935465
30jun2000,4,18,.013357343
30jun2000,4,19,.0091536874
30jun2000,4,20,.0041233748
30jun2000,4,21,.61841118
30jun2000,4,22,.18861002
30jun2000,4,23,.074460596
30jun2000,4,24,.030007798
30jun2000,4,25,.004607188
30jun2000,5,1,.0000160663
30jun2000,5,2,.000017176048
30jun2000,5,3,.000018849865
30jun2000,5,4,.000051324914
30jun2000,5,5,.00017165439
30jun2000,5,6,.00020259524
30jun2000,5,7,.00010711701
30jun2000,5,8,.00023146121
30jun2000,5,9,.00040338293
30jun2000,5,10,.000725399
30jun2000,5,11,.0011376527
30jun2000,5,12,.0016011158
30jun2000,5,13,.0023345214
30jun2000,5,14,.0019723945
30jun2000,5,15,.001454369
30jun2000,5,16,.0096233133
30jun2000,5,17,.013222491
30jun2000,5,18,.0088290051
30jun2000,5,19,.0048992541
30jun2000,5,20,.0022342084
30jun2000,5,21,.64962584
30jun2000,5,22,.21057576
30jun2000,5,23,.064804152
30jun2000,5,24,.020719852
30jun2000,5,25,.005021038
30jun2000,6,1,.000016610553
30jun2000,6,2,.00001482505
30jun2000,6,3,.000045951394
30jun2000,6,4,.000051570743
30jun2000,6,5,.00026885708
30jun2000,6,6,.0001981369
30jun2000,6,7,.00019035141
30jun2000,6,8,.00022250484
30jun2000,6,9,.0005850881
30jun2000,6,10,.0011980287
30jun2000,6,11,.0016309279
30jun2000,6,12,.001849134
30jun2000,6,13,.0026803755
30jun2000,6,14,.0024066574
30jun2000,6,15,.001983854
30jun2000,6,16,.011581806
30jun2000,6,17,.014380032
30jun2000,6,18,.013057514
30jun2000,6,19,.0060804575
30jun2000,6,20,.0034644997
30jun2000,6,21,.64193934
30jun2000,6,22,.18247943
30jun2000,6,23,.070400327
30jun2000,6,24,.036358949
30jun2000,6,25,.0069147442
30jun2000,7,1,.000011396754
30jun2000,7,2,7.8973953e-06
30jun2000,7,3,5.6640406e-06
30jun2000,7,4,.000080471007
30jun2000,7,5,.00013154182
30jun2000,7,6,.00017247337
30jun2000,7,7,.00011793501
30jun2000,7,8,.00016527181
30jun2000,7,9,.00052541395
30jun2000,7,10,.00067402906
30jun2000,7,11,.0011213936
30jun2000,7,12,.0011901523
30jun2000,7,13,.0023808607
30jun2000,7,14,.0015343594
30jun2000,7,15,.0013116332
30jun2000,7,16,.0092364922
30jun2000,7,17,.012389806
30jun2000,7,18,.007207578
30jun2000,7,19,.0048301821
30jun2000,7,20,.0023291449
30jun2000,7,21,.69615245
30jun2000,7,22,.16386661
30jun2000,7,23,.056461383
30jun2000,7,24,.034022521
30jun2000,7,25,.004073306
30jun2000,8,1,.000023051265
30jun2000,8,2,.00003261289
30jun2000,8,3,.000015745321
30jun2000,8,4,.000069461952
30jun2000,8,5,.00016713867
30jun2000,8,6,.00035884226
30jun2000,8,7,.00012967129
30jun2000,8,8,.00026062454
30jun2000,8,9,.00052811368
30jun2000,8,10,.00072126422
30jun2000,8,11,.0017475261
30jun2000,8,12,.0018340899
30jun2000,8,13,.0032121548
30jun2000,8,14,.0020490666
30jun2000,8,15,.0020133685
30jun2000,8,16,.0081185438
30jun2000,8,17,.014028618
30jun2000,8,18,.011092
30jun2000,8,19,.005553518
30jun2000,8,20,.0030503811
30jun2000,8,21,.64582109
30jun2000,8,22,.19279325
30jun2000,8,23,.076103076
30jun2000,8,24,.025091132
30jun2000,8,25,.0051856246
30jun2000,9,1,.000041857133
30jun2000,9,2,.000011802901
30jun2000,9,3,6.4062015e-06
30jun2000,9,4,.000022680812
30jun2000,9,5,.000088262241
30jun2000,9,6,.00017136258
30jun2000,9,7,.000029862689
30jun2000,9,8,.00007723552
30jun2000,9,9,.00030120939
30jun2000,9,10,.00029541581
30jun2000,9,11,.00076994975
30jun2000,9,12,.0010184125
30jun2000,9,13,.0018427841
30jun2000,9,14,.0011844242
30jun2000,9,15,.0011121602
30jun2000,9,16,.0062367921
30jun2000,9,17,.0098020546
30jun2000,9,18,.0066025718
30jun2000,9,19,.0059532649
30jun2000,9,20,.0022667763
30jun2000,9,21,.64563137
30jun2000,9,22,.1991643
30jun2000,9,23,.079525001
30jun2000,9,24,.030278087
30jun2000,9,25,.0075659319
30jun2000,10,1,.000013618678
30jun2000,10,2,9.3982208e-06
30jun2000,10,3,9.9458803e-06
30jun2000,10,4,.000060385188
30jun2000,10,5,.00011486034
30jun2000,10,6,.00021101473
30jun2000,10,7,.00011497609
30jun2000,10,8,.00023558283
30jun2000,10,9,.00035506682
30jun2000,10,10,.00072464679
30jun2000,10,11,.0011559769
30jun2000,10,12,.0011756346
30jun2000,10,13,.0024703268
30jun2000,10,14,.0018028372
30jun2000,10,15,.001919406
30jun2000,10,16,.0071980827
30jun2000,10,17,.011220367
30jun2000,10,18,.0076816063
30jun2000,10,19,.0056653037
30jun2000,10,20,.0015449446
30jun2000,10,21,.67111689
30jun2000,10,22,.19686802
30jun2000,10,23,.063796021
30jun2000,10,24,.020189906
30jun2000,10,25,.0043451181
30sep2000,1,1,.00024088095
30sep2000,1,2,.00021251877
30sep2000,1,3,.00011560002
30sep2000,1,4,.00052202475
30sep2000,1,5,.0010281078
30sep2000,1,6,.0013639296
30sep2000,1,7,.0010317732
30sep2000,1,8,.0015205006
30sep2000,1,9,.0033066005
30sep2000,1,10,.0031279577
30sep2000,1,11,.0047478718
30sep2000,1,12,.0086171329
30sep2000,1,13,.008903577
30sep2000,1,14,.0078918384
30sep2000,1,15,.0055477777
30sep2000,1,16,.03265541
30sep2000,1,17,.037133571
30sep2000,1,18,.024358751
30sep2000,1,19,.015865173
30sep2000,1,20,.0057144091
30sep2000,1,21,.53799897
30sep2000,1,22,.19234811
30sep2000,1,23,.070110604
30sep2000,1,24,.030377097
30sep2000,1,25,.0052598757
30sep2000,2,1,.000022683018
30sep2000,2,2,.00007151076
30sep2000,2,3,.000083824962
30sep2000,2,4,.00021081652
30sep2000,2,5,.0004496121
30sep2000,2,6,.00029062698
30sep2000,2,7,.00044794628
30sep2000,2,8,.0007831417
30sep2000,2,9,.0011509722
30sep2000,2,10,.0016067682
30sep2000,2,11,.0026793876
30sep2000,2,12,.0064224298
30sep2000,2,13,.005725787
30sep2000,2,14,.004806112
30sep2000,2,15,.0038364104
30sep2000,2,16,.025562186
30sep2000,2,17,.033951841
30sep2000,2,18,.019685354
30sep2000,2,19,.012768436
30sep2000,2,20,.005425923
30sep2000,2,21,.5675422
30sep2000,2,22,.18395001
30sep2000,2,23,.077645332
30sep2000,2,24,.037586287
30sep2000,2,25,.0072944295
30sep2000,3,1,5.2864411e-06
30sep2000,3,2,.000020004873
30sep2000,3,3,.000022063999
30sep2000,3,4,.00013961842
30sep2000,3,5,.00018910666
30sep2000,3,6,.00023278198
30sep2000,3,7,.00032395517
30sep2000,3,8,.00037663919
30sep2000,3,9,.00077727757
30sep2000,3,10,.001041161
30sep2000,3,11,.0023098388
30sep2000,3,12,.0031239379
30sep2000,3,13,.0041563222
30sep2000,3,14,.0030219131
30sep2000,3,15,.0020939414
30sep2000,3,16,.01664523
30sep2000,3,17,.019490814
30sep2000,3,18,.011815296
30sep2000,3,19,.0067658373
30sep2000,3,20,.0029586295
30sep2000,3,21,.6125263
30sep2000,3,22,.19960095
30sep2000,3,23,.067179032
30sep2000,3,24,.02921279
30sep2000,3,25,.015971286
30sep2000,4,1,.000051611063
30sep2000,4,2,.000071335679
30sep2000,4,3,.000066704451
30sep2000,4,4,.00028332265
30sep2000,4,5,.00071414997
30sep2000,4,6,.00032715633
30sep2000,4,7,.00047749409
30sep2000,4,8,.00063340494
30sep2000,4,9,.0016119411
30sep2000,4,10,.0020489211
30sep2000,4,11,.0016849702
30sep2000,4,12,.0037741968
30sep2000,4,13,.0050609526
30sep2000,4,14,.0036864197
30sep2000,4,15,.002741419
30sep2000,4,16,.013789942
30sep2000,4,17,.022051813
30sep2000,4,18,.013566448
30sep2000,4,19,.0091469884
30sep2000,4,20,.0037132928
30sep2000,4,21,.6232127
30sep2000,4,22,.18949914
30sep2000,4,23,.069782875
30sep2000,4,24,.027183827
30sep2000,4,25,.0048189764
30sep2000,5,1,.000012910837
30sep2000,5,2,.000017695891
30sep2000,5,3,.000020887112
30sep2000,5,4,.00005169314
30sep2000,5,5,.00018071383
30sep2000,5,6,.00015404868
30sep2000,5,7,.00010180172
30sep2000,5,8,.00025710274
30sep2000,5,9,.00046759518
30sep2000,5,10,.00079300452
30sep2000,5,11,.0011906087
30sep2000,5,12,.0022220879
30sep2000,5,13,.0024460871
30sep2000,5,14,.0021802953
30sep2000,5,15,.0015673785
30sep2000,5,16,.010871223
30sep2000,5,17,.014026474
30sep2000,5,18,.0093864333
30sep2000,5,19,.0053771758
30sep2000,5,20,.0019646026
30sep2000,5,21,.64797777
30sep2000,5,22,.20977686
30sep2000,5,23,.063176863
30sep2000,5,24,.021271843
30sep2000,5,25,.0045068911
30sep2000,6,1,.000013724251
30sep2000,6,2,.00001325522
30sep2000,6,3,.000038064361
30sep2000,6,4,.000044357039
30sep2000,6,5,.00023574643
30sep2000,6,6,.00020973566
30sep2000,6,7,.0001761484
30sep2000,6,8,.00023553052
30sep2000,6,9,.00057324913
30sep2000,6,10,.0010558371
30sep2000,6,11,.0015691883
30sep2000,6,12,.0022761135
30sep2000,6,13,.002883052
30sep2000,6,14,.0023497408
30sep2000,6,15,.0018479442
30sep2000,6,16,.012195207
30sep2000,6,17,.015329967
30sep2000,6,18,.013230095
30sep2000,6,19,.0064548166
30sep2000,6,20,.0037577231
30sep2000,6,21,.63208377
30sep2000,6,22,.18706585
30sep2000,6,23,.071472339
30sep2000,6,24,.037774701
30sep2000,6,25,.0071138404
30sep2000,7,1,.000014714736
30sep2000,7,2,7.4302629e-06
30sep2000,7,3,.000016434884
30sep2000,7,4,.000083282917
30sep2000,7,5,.00014197663
30sep2000,7,6,.0001531907
30sep2000,7,7,.00011825831
30sep2000,7,8,.0001709404
30sep2000,7,9,.00043735761
30sep2000,7,10,.00063955138
30sep2000,7,11,.0011162731
30sep2000,7,12,.0018242522
30sep2000,7,13,.0027365126
30sep2000,7,14,.0015149252
30sep2000,7,15,.0012298705
30sep2000,7,16,.01037134
30sep2000,7,17,.012927767
30sep2000,7,18,.0069943788
30sep2000,7,19,.0051437691
30sep2000,7,20,.0021924849
30sep2000,7,21,.6948635
30sep2000,7,22,.16413657
30sep2000,7,23,.056216676
30sep2000,7,24,.033080816
30sep2000,7,25,.0038677154
30sep2000,8,1,.00002425256
30sep2000,8,2,.000032853117
30sep2000,8,3,.000017131237
30sep2000,8,4,.000070910195
30sep2000,8,5,.00017808874
30sep2000,8,6,.0003463364
30sep2000,8,7,.00012482147
30sep2000,8,8,.00028401223
30sep2000,8,9,.00055478507
30sep2000,8,10,.0006776189
30sep2000,8,11,.0019346423
30sep2000,8,12,.0026115782
30sep2000,8,13,.0034155778
30sep2000,8,14,.0021304749
30sep2000,8,15,.0020330157
30sep2000,8,16,.010208273
30sep2000,8,17,.01483682
30sep2000,8,18,.011031372
30sep2000,8,19,.0054010595
30sep2000,8,20,.0029747311
30sep2000,8,21,.64253491
30sep2000,8,22,.19521569
30sep2000,8,23,.073700525
30sep2000,8,24,.024734693
30sep2000,8,25,.004925848
30sep2000,9,1,.000011706075
30sep2000,9,2,.000010849813
30sep2000,9,3,6.4077158e-06
30sep2000,9,4,.000024659977
30sep2000,9,5,.000078279365
30sep2000,9,6,.00015004347
30sep2000,9,7,.000029591112
30sep2000,9,8,.000080439248
30sep2000,9,9,.00028374355
30sep2000,9,10,.00029232656
30sep2000,9,11,.00075884128
30sep2000,9,12,.001070953
30sep2000,9,13,.0018961312
30sep2000,9,14,.0014202669
30sep2000,9,15,.0011392202
30sep2000,9,16,.0074510816
30sep2000,9,17,.009614679
30sep2000,9,18,.0067825862
30sep2000,9,19,.0060269884
30sep2000,9,20,.002046735
30sep2000,9,21,.6426003
30sep2000,9,22,.20254728
30sep2000,9,23,.077510059
30sep2000,9,24,.030950004
30sep2000,9,25,.0072168582
30sep2000,10,1,.000017530007
30sep2000,10,2,9.1887405e-06
30sep2000,10,3,.000010032001
30sep2000,10,4,.000057391233
30sep2000,10,5,.00011365751
30sep2000,10,6,.00020200627
30sep2000,10,7,.00012058522
30sep2000,10,8,.00025039248
30sep2000,10,9,.00038672137
30sep2000,10,10,.000746737
30sep2000,10,11,.0013468382
30sep2000,10,12,.0014875062
30sep2000,10,13,.0021777621
30sep2000,10,14,.001868101
30sep2000,10,15,.0016669078
30sep2000,10,16,.0078615649
30sep2000,10,17,.011090089
30sep2000,10,18,.0078100301
30sep2000,10,19,.0059119654
30sep2000,10,20,.0016014674
30sep2000,10,21,.6607154
30sep2000,10,22,.20387277
30sep2000,10,23,.063138448
30sep2000,10,24,.02308506
30sep2000,10,25,.0044518616
31dec2000,1,1,.00014126521
31dec2000,1,2,.00014138296
31dec2000,1,3,.00010810215
31dec2000,1,4,.00037417203
31dec2000,1,5,.00067009084
31dec2000,1,6,.0009585346
31dec2000,1,7,.00084873062
31dec2000,1,8,.0013889301
31dec2000,1,9,.0024941645
31dec2000,1,10,.0019967901
31dec2000,1,11,.004015781
31dec2000,1,12,.0071519222
31dec2000,1,13,.0078689894
31dec2000,1,14,.0062872013
31dec2000,1,15,.0038749308
31dec2000,1,16,.031023206
31dec2000,1,17,.037960541
31dec2000,1,18,.024969973
31dec2000,1,19,.016423823
31dec2000,1,20,.0062264176
31dec2000,1,21,.53117013
31dec2000,1,22,.20542492
31dec2000,1,23,.070231214
31dec2000,1,24,.031709563
31dec2000,1,25,.0065392526
31dec2000,2,1,.000019320072
31dec2000,2,2,.000039569102
31dec2000,2,3,.000059257691
31dec2000,2,4,.000096752134
31dec2000,2,5,.00031935298
31dec2000,2,6,.00014861468
31dec2000,2,7,.00029839869
31dec2000,2,8,.00056321011
31dec2000,2,9,.00074558862
31dec2000,2,10,.001064499
31dec2000,2,11,.0020692444
31dec2000,2,12,.0042214296
31dec2000,2,13,.0042830585
31dec2000,2,14,.003866272
31dec2000,2,15,.0024667389
31dec2000,2,16,.025016034
31dec2000,2,17,.032148521
31dec2000,2,18,.019588681
31dec2000,2,19,.011809072
31dec2000,2,20,.0059813983
31dec2000,2,21,.55774999
31dec2000,2,22,.19681738
31dec2000,2,23,.083447255
31dec2000,2,24,.039795291
31dec2000,2,25,.0073851612
31dec2000,3,1,3.7748146e-06
31dec2000,3,2,.000012268788
31dec2000,3,3,.000020797035
31dec2000,3,4,.000066610242
31dec2000,3,5,.00012563502
31dec2000,3,6,.00011250921
31dec2000,3,7,.00025502476
31dec2000,3,8,.00025508823
31dec2000,3,9,.00046678958
31dec2000,3,10,.00067195576
31dec2000,3,11,.0016257891
31dec2000,3,12,.0020854757
31dec2000,3,13,.0027940688
31dec2000,3,14,.0021797989
31dec2000,3,15,.001226701
31dec2000,3,16,.016464636
31dec2000,3,17,.018671867
31dec2000,3,18,.010444025
31dec2000,3,19,.0059519839
31dec2000,3,20,.0030435547
31dec2000,3,21,.60210764
31dec2000,3,22,.20976466
31dec2000,3,23,.071852535
31dec2000,3,24,.033082105
31dec2000,3,25,.016714698
31dec2000,4,1,.00003134798
31dec2000,4,2,.000042940112
31dec2000,4,3,.000058853057
31dec2000,4,4,.0001807892
31dec2000,4,5,.00049340492
31dec2000,4,6,.00018481989
31dec2000,4,7,.00037327953
31dec2000,4,8,.00051534723
31dec2000,4,9,.0012603862
31dec2000,4,10,.0013931963
31dec2000,4,11,.0013341847
31dec2000,4,12,.003135029
31dec2000,4,13,.0039898357
31dec2000,4,14,.0034373139
31dec2000,4,15,.0021201696
31dec2000,4,16,.015751461
31dec2000,4,17,.023057481
31dec2000,4,18,.013162414
31dec2000,4,19,.0087852404
31dec2000,4,20,.004502519
31dec2000,4,21,.60764295
31dec2000,4,22,.20335358
31dec2000,4,23,.068984881
31dec2000,4,24,.030590892
31dec2000,4,25,.0056176656
31dec2000,5,1,4.5158608e-06
31dec2000,5,2,.000011777041
31dec2000,5,3,.000016941798
31dec2000,5,4,.000021698195
31dec2000,5,5,.00010873817
31dec2000,5,6,.000033395125
31dec2000,5,7,.000070237875
31dec2000,5,8,.00013207982
31dec2000,5,9,.00033534793
31dec2000,5,10,.00045128021
31dec2000,5,11,.00083996396
31dec2000,5,12,.0017689669
31dec2000,5,13,.001998425
31dec2000,5,14,.0016666813
31dec2000,5,15,.0010826427
31dec2000,5,16,.010116863
31dec2000,5,17,.013450979
31dec2000,5,18,.0085621709
31dec2000,5,19,.0045347055
31dec2000,5,20,.0018956295
31dec2000,5,21,.6470381
31dec2000,5,22,.2147491
31dec2000,5,23,.063918248
31dec2000,5,24,.022239771
31dec2000,5,25,.0049517453
31dec2000,6,1,7.6979686e-06
31dec2000,6,2,9.0510221e-06
31dec2000,6,3,.000022797465
31dec2000,6,4,.000031075895
31dec2000,6,5,.00016611342
31dec2000,6,6,.000072315423
31dec2000,6,7,.00012996925
31dec2000,6,8,.00020003665
31dec2000,6,9,.00038164447
31dec2000,6,10,.00065102265
